pklt_nm,pklt_knd_nm,lat,lot,addr,자치구,평일운영시간,주말운영시간,운영시간,ev_충전소_500m,ev_등록대수
덕성엔앰피,노상 주차장,37.4753253,126.8863954,금천구 가산동 345-15,금천구,11.0,24.0,14.714285714285714,416,2257
덕원주차장,노외 주차장,37.57105,127.06806,동대문구 장안동 458-8,동대문구,24.0,24.0,24.0,104,3021
도곡로 327 공영주차장,노외 주차장,37.49988,127.03856,강남구 역삼동 765-22,강남구,24.0,24.0,24.0,242,15468
도곡로 421 공영주차장,노외 주차장,37.49882,127.06566,강남구 대치동 939-21,강남구,24.0,24.0,24.0,105,15468
도곡로21길 7 공영주차장,노외 주차장,37.49988,127.03856,강남구 역삼동 795-25,강남구,24.0,24.0,24.0,242,15468
도곡초 공영주차장,노외 주차장,37.49882,127.06566,강남구 대치동 924-10,강남구,24.0,24.0,24.0,105,15468
도깨비시장 공영주차장,노외 주차장,37.66442,127.03333,도봉구 방학동 632-1,도봉구,13.0,13.0,13.0,68,2535
도림고가 노상주차장,노상 주차장,37.51217,126.89799,영등포구 문래동1가 39-1,영등포구,10.0,6.0,8.857142857142858,302,4323
도림동 공영주차장,노외 주차장,37.5082619,126.8993866,영등포구 도림동 226-13,영등포구,23.0,23.0,23.0,321,4323
도봉2동 6공영주차장,노외 주차장,37.6826056,127.0425405,도봉구 도봉동 59-1,도봉구,24.0,24.0,24.0,103,2535
도봉산 공영주차장,노외 주차장,37.6876442,127.04066026,도봉구 도봉동 282-26,도봉구,14.0,14.0,14.0,75,2535
도봉산역 공영주차장,노외 주차장,37.68972069,127.04483862,도봉구 도봉동 288-19,도봉구,24.0,24.0,24.0,213,2535
도산대로25길 32 공영주차장,노외 주차장,37.5223206,127.0277019,강남구 신사동 564-0,강남구,10.0,24.0,14.0,62,15468
도선동(지하) 공영주차장,노외 주차장,37.5660138,127.0327281,성동구 홍익동 369-0,성동구,24.0,24.0,24.0,190,4331
독산2동 공영주차장,노외 주차장,37.468399,126.8979571,금천구 독산동 1050-17,금천구,11.5,17.5,13.214285714285714,120,2257
독산2동 지평식주차장4,노외 주차장,37.4753253,126.8863954,금천구 가산동 1031-12,금천구,24.0,24.0,24.0,416,2257
독산3동 공영주차장,노외 주차장,37.468399,126.8979571,금천구 독산동 898-24,금천구,11.0,11.0,11.0,120,2257
독산4동 공영주차장,노외 주차장,37.468399,126.8979571,금천구 독산동 187-40,금천구,24.0,24.0,24.0,120,2257
독산동 금천교 공영주차장,노상 주차장,37.46658655,126.88993519,금천구 독산동 1081-4,금천구,10.0,6.0,8.857142857142858,284,2257
돈화문로 공영주차장,노상 주차장,37.5647315,126.992846,중구 을지로3가 296-24,중구,10.0,6.0,8.857142857142858,58,2000
동교동 노상공영주차장,노상 주차장,37.5550711,126.9238244,마포구 서교동 332-1,마포구,11.0,11.0,11.0,55,4083
동구로 공영주차장,노외 주차장,37.49510602,126.89186155,구로구 구로동 94-1,구로구,24.0,24.0,24.0,104,3621
동국제강 공영주차장,노외 주차장,37.56733736,126.98343453,중구 삼각동 111-1,중구,10.0,10.0,10.0,301,2000
동답 공영주차장,노외 주차장,37.57002,127.05467,동대문구 답십리동 2-283,동대문구,10.0,10.0,10.0,193,3021
동대문 공영주차장,노외 주차장,37.56710187,127.01214106,중구 신당동 251-7,중구,24.0,24.0,24.0,133,2000
동막골,노외 주차장,37.66727,127.07242,노원구 상계동 31-0,노원구,9.0,4.0,7.571428571428571,97,3918
동막골 노외공영주차장,노외 주차장,37.66727,127.07242,노원구 상계동 31-0,노원구,10.0,24.0,14.0,97,3918
동묘공영,노외 주차장,37.57648,127.01848,종로구 숭인동 227-0,종로구,24.0,24.0,24.0,110,1896
동묘공영주차장,노외 주차장,37.57648,127.01848,종로구 숭인동 227-8,종로구,9.0,24.0,13.285714285714286,110,1896
동문굿모닝탑 앞 노상공영주차장,노상 주차장,37.5162407,126.8521196,양천구 신정동 324-3,양천구,10.0,24.0,14.0,130,3941
동방고개,노외 주차장,37.6162,127.05086,성북구 장위동 230-110,성북구,24.0,24.0,24.0,95,3533
동산마을 공영주차장,노외 주차장,37.46838,127.0361,서초구 양재동 370-5,서초구,24.0,24.0,24.0,98,8665
동서울 노외주차장,노외 주차장,37.54417,127.09262,광진구 구의동 598-1,광진구,11.0,11.0,11.0,84,2445
동아빌딩앞,노상 주차장,37.5267088,126.9238,영등포구 여의도동 1-4,영등포구,10.0,6.0,8.857142857142858,262,4323
동아빌딩앞 노상주차장,노상 주차장,37.5267088,126.9238,영등포구 여의도동 14-0,영등포구,10.0,6.0,8.857142857142858,262,4323
동우주차장,노외 주차장,37.55783,127.03571,성동구 행당동 32-1,성동구,24.0,24.0,24.0,464,4331
동원시장공영주차장,노외 주차장,37.58178,127.09034,중랑구 면목동 74-33,중랑구,24.0,24.0,24.0,105,3158
동작갯마을,노상 주차장,37.5028911,126.9775288,동작구 동작동 102-65,동작구,10.0,10.0,10.0,14,2867
동작갯마을 공영주차장,노상 주차장,37.5028911,126.9775288,동작구 동작동 102-65,동작구,10.0,10.0,10.0,14,2867
동작구청 부설주차장,노외 주차장,37.5110101,126.9414634,동작구 노량진동 47-2,동작구,24.0,24.0,24.0,79,2867
동작대교 공영주차장,노외 주차장,37.518577,126.983287,용산구 용산동6가 69-11,용산구,14.0,14.0,14.0,45,2674
동작대교(위) 공영주차장,노상 주차장,37.50535472,126.9806183,동작구 동작동 316-3,동작구,14.0,14.0,14.0,14,2867
동작대교(위) 공영주차장,노상 주차장,37.50535472,126.9806183,동작구 동작동 316-3,동작구,14.0,14.0,14.0,14,2867
동작주차공원,노외 주차장,37.5028911,126.9775288,동작구 동작동 326-0,동작구,24.0,24.0,24.0,14,2867
동작주차공원 주차장,노외 주차장,37.5028911,126.9775288,동작구 동작동 326-0,동작구,24.0,24.0,24.0,14,2867
동호대교(남) 공영주차장,노상 주차장,37.53093729,127.024794275,강남구 압구정동 435-0,강남구,10.0,10.0,10.0,17,15468
동화동 공영주차장,노외 주차장,37.5651969,127.01322,중구 신당동 52-7,중구,24.0,24.0,24.0,100,2000
둔촌역전통시장,노외 주차장,37.52998,127.12875,강동구 성내동 417-34,강동구,24.0,24.0,24.0,59,5653
둘리뮤지엄 공영주차장,노외 주차장,37.65347,127.02715,도봉구 쌍문동 79-0,도봉구,24.0,24.0,24.0,85,2535
둘리뮤지엄공영주차장,노외 주차장,37.65347,127.02715,도봉구 쌍문동 79-0,도봉구,24.0,24.0,24.0,85,2535
등나무근린공원,노외 주차장,37.64802,127.07678,노원구 중계동 508-1,노원구,11.0,12.0,11.285714285714286,225,3918
등촌 2-1 공영주차장,노외 주차장,37.5498936,126.86025,강서구 등촌동 531-5,강서구,24.0,24.0,24.0,32,8009
등촌3동 꿈나무길,노상 주차장,37.5498936,126.86025,강서구 등촌동 701-0,강서구,10.0,6.0,8.857142857142858,32,8009
뚝섬유수지(평면) 공영주차장,노외 주차장,37.5435,127.03742,성동구 성수동1가 685-63,성동구,24.0,24.0,24.0,0,4331
렉싱턴호텔뒤 노상주차장,노상 주차장,37.5267088,126.9238,영등포구 여의도동 13-0,영등포구,10.0,6.0,8.857142857142858,262,4323
롯데캐슬앞 노상주차장,노상 주차장,37.5267088,126.9238,영등포구 여의도동 36-0,영등포구,10.0,6.0,8.857142857142858,262,4323
마곡8 임시 주차장,노외 주차장,37.566575,126.826243,강서구 마곡동 728-42,강서구,10.0,24.0,14.0,343,8009
마들스타디움(근린공원),노외 주차장,37.66727,127.07242,노원구 상계동 770-2,노원구,17.0,16.5,16.857142857142858,97,3918
마른내길 공영주차장,노상 주차장,37.56433062,126.99457488,중구 인현동1가 87-10,중구,10.0,6.0,8.857142857142858,59,2000
마른내로 공영주차장,노상 주차장,37.56452799,126.99985972,중구 오장동 69-3,중구,9.0,24.0,13.285714285714286,82,2000
마을공원,노외 주차장,37.6162,127.05086,성북구 장위동 77-79,성북구,24.0,24.0,24.0,95,3533
마을마당주차장,노외 주차장,37.52782,126.83692,양천구 신월동 129-6,양천구,24.0,24.0,24.0,81,3941
마장축산물시장 서문(건물) 공영주차장,노외 주차장,37.56743,127.04045,성동구 마장동 522-1,성동구,24.0,24.0,24.0,182,4331
마장축산물시장(건물) 공영주차장,노외 주차장,37.56743,127.04045,성동구 마장동 525-1,성동구,24.0,24.0,24.0,182,4331
마천동1(건축물식),노외 주차장,37.49803,127.15167,송파구 마천동 215-0,송파구,24.0,24.0,24.0,41,7851
마천동2(건축물식),노외 주차장,37.49803,127.15167,송파구 마천동 364-5,송파구,24.0,24.0,24.0,41,7851
마천동3(건축물식),노외 주차장,37.49803,127.15167,송파구 마천동 128-4,송파구,24.0,24.0,24.0,41,7851
마포중앙도서관 공영주차장,노외 주차장,37.56775,126.90263,마포구 성산동 275-3,마포구,24.0,24.0,24.0,131,4083
만승뒤(협동봉제조합),노상 주차장,37.4753253,126.8863954,금천구 가산동 139-31,금천구,11.0,8.0,10.142857142857142,416,2257
망원1-1 공영주차장,노외 주차장,37.55586,126.90087,마포구 망원동 418-39,마포구,8.5,24.0,12.928571428571429,81,4083
망원1-2 공영주차장,노외 주차장,37.55586,126.90087,마포구 망원동 403-2,마포구,24.0,24.0,24.0,81,4083
망원2-1 공영주차장,노외 주차장,37.55586,126.90087,마포구 망원동 428-5,마포구,8.5,24.0,12.928571428571429,81,4083
망원나들목공영주차장A동,노외 주차장,37.55586,126.90087,마포구 망원동 461-3,마포구,24.0,24.0,24.0,81,4083
망원동 공영주차장,노외 주차장,37.55586,126.90087,마포구 망원동 478-10,마포구,24.0,24.0,24.0,81,4083
매바위 공영주차장,노외 주차장,37.59418,126.92555,은평구 응암동 747-8,은평구,24.0,24.0,24.0,278,3656
매헌시민의숲(매헌)역 공영주차장,노외 주차장,37.46838,127.0361,서초구 양재동 237-2,서초구,24.0,24.0,24.0,98,8665
면목2동공영주차장,노외 주차장,37.58178,127.09034,중랑구 면목동 146-1,중랑구,24.0,24.0,24.0,105,3158
면목5동공영주차장,노외 주차장,37.58178,127.09034,중랑구 면목동 162-22,중랑구,24.0,24.0,24.0,105,3158
면목유수지 공영주차장,노외 주차장,37.579494,127.081451,중랑구 면목동 168-2,중랑구,24.0,24.0,24.0,123,3158
면목초교주자창,노외 주차장,37.58178,127.09034,중랑구 면목동 192-1,중랑구,24.0,24.0,24.0,105,3158
명광교회공영주차장,노외 주차장,37.58659,126.99398,종로구 명륜3가 12-0,종로구,24.0,24.0,24.0,21,1896
명광교회옆,노외 주차장,37.58659,126.99398,종로구 명륜3가 12-0,종로구,24.0,24.0,24.0,21,1896
명륜1가공영주차장,노외 주차장,37.58861,126.99689,종로구 명륜1가 5-14,종로구,24.0,24.0,24.0,43,1896
명륜동와룡주차장,노외 주차장,37.58659,126.99398,종로구 명륜3가 1-21,종로구,24.0,24.0,24.0,21,1896
명일동 공영주차장,노외 주차장,37.55361065,127.15591212,강동구 명일동 47-9,강동구,11.0,6.0,9.571428571428571,220,5653
목2동 월촌,노외 주차장,37.53608,126.87585,양천구 목동 525-0,양천구,24.0,24.0,24.0,96,3941
목3동 해운주차장,노외 주차장,37.53608,126.87585,양천구 목동 711-6,양천구,24.0,24.0,24.0,96,3941
목동체비지 공영주차장,노외 주차장,37.53679354,126.8806468,양천구 목동 908-26,양천구,13.0,13.0,13.0,124,3941
목동타운홀,노외 주차장,37.53608,126.87585,양천구 목동 905-21,양천구,10.0,24.0,14.0,96,3941
목사랑시장,노외 주차장,37.53608,126.87585,양천구 목동 723-7,양천구,24.0,24.0,24.0,96,3941
무계원 공영,노외 주차장,37.5949602,126.9657272,종로구 부암동 328-2,종로구,24.0,24.0,24.0,3,1896
무궁화공영주차장,노외 주차장,37.48818,127.01751,서초구 서초동 1666-17,서초구,24.0,24.0,24.0,123,8665
묵정공원지하 공영주차장,노외 주차장,37.5623267,126.9991376,중구 충무로5가 21-0,중구,24.0,24.0,24.0,90,2000
문래1동 공영주차장,노상 주차장,37.51355189,126.89703007,영등포구 문래동3가 54-12,영등포구,10.0,6.0,8.857142857142858,164,4323
문래근린공원 주차장,노외 주차장,37.51702,126.89591,영등포구 문래동3가 60-2,영등포구,24.0,24.0,24.0,268,4323
문래동공영,노외 주차장,37.51588,126.88411,영등포구 문래동5가 3-0,영등포구,24.0,24.0,24.0,208,4323
문래동주민센터 앞 노상주차장,노상 주차장,37.51702,126.89591,영등포구 문래동3가 55-16,영등포구,10.0,6.0,8.857142857142858,268,4323
문정 공영주차장,노외 주차장,37.48434,127.12246,송파구 문정동 2-5,송파구,15.0,15.0,15.0,376,7851
문정골길 노상공영주차장,노상 주차장,37.48434,127.12246,송파구 문정동 41-14,송파구,12.0,12.0,12.0,376,7851
문정근린공원,노외 주차장,37.48434,127.12246,송파구 문정동 38-3,송파구,24.0,24.0,24.0,376,7851
문화공영주차장,노외 주차장,37.5651969,127.01322,중구 신당동 425-1,중구,15.5,9.0,13.642857142857142,100,2000
문화회관 동측 공영주차장,노외 주차장,37.5162407,126.8521196,양천구 신정동 322-5,양천구,10.0,10.0,10.0,130,3941
문화회관 지하 주차장,노외 주차장,37.5162407,126.8521196,양천구 신정동 322-0,양천구,10.0,10.0,10.0,130,3941
문화회관동측,노외 주차장,37.5162407,126.8521196,양천구 신정동 322-5,양천구,10.0,10.0,10.0,130,3941
문화회관서측 노외주차장,노외 주차장,37.5162407,126.8521196,양천구 신정동 323-25,양천구,10.0,10.0,10.0,130,3941
미래에셋빌딩 앞 노상주차장,노상 주차장,37.5267088,126.9238,영등포구 여의도동 45-0,영등포구,10.0,6.0,8.857142857142858,262,4323
민속의 집 주차장,노외 주차장,37.56528,127.15761,강동구 고덕동 215-0,강동구,24.0,24.0,24.0,74,5653
민속의집 공영주차장,노외 주차장,37.56528,127.15761,강동구 고덕동 215-0,강동구,24.0,24.0,24.0,74,5653
바람개비 공영주차장,노외 주차장,37.53608,126.87585,양천구 목동 919-8,양천구,10.0,24.0,14.0,96,3941
바람개비주차장,노외 주차장,37.53608,126.87585,양천구 목동 919-8,양천구,10.0,24.0,14.0,96,3941
반포2동 공영주차장,노외 주차장,37.50312,127.0014,서초구 반포동 5-1,서초구,24.0,24.0,24.0,412,8665
반포2동공영주차장(덜위치칼리지),노외 주차장,37.50312,127.0014,서초구 반포동 5-1,서초구,24.0,24.0,24.0,412,8665
반포4동 주민센터 공영주차장,노외 주차장,37.50312,127.0014,서초구 반포동 74-7,서초구,24.0,24.0,24.0,412,8665
반포동 방음언덕형 공영주차장,노외 주차장,37.50312,127.0014,서초구 반포동 730-0,서초구,24.0,24.0,24.0,412,8665
반포둥근마을 공영주차장,노외 주차장,37.50312,127.0014,서초구 반포동 49-8,서초구,24.0,24.0,24.0,412,8665
반포복개천 공영주차장,노상 주차장,37.50312,127.0014,서초구 반포동 120-1,서초구,12.0,12.0,12.0,412,8665
반포복개천 노상공영주차장,노상 주차장,37.50312,127.0014,서초구 반포동 120-1,서초구,12.0,12.0,12.0,412,8665
반포서래공영주차장[서래마을 3호점],노외 주차장,37.50312,127.0014,서초구 반포동 95-13,서초구,24.0,24.0,24.0,412,8665
반포한강공원 반포2주차장,노외 주차장,37.50312,127.0014,서초구 반포동 115-5,서초구,18.0,18.0,18.0,412,8665
밝은빛 공영주차장,노외 주차장,37.5162407,126.8521196,양천구 신정동 323-18,양천구,10.0,10.0,10.0,130,3941
밤고개로21길 공영주차장,노외 주차장,37.4714,127.1113,강남구 율현동 77-5,강남구,24.0,24.0,24.0,29,15468
방배1동 공영주차장,노외 주차장,37.4798789,126.9939103,서초구 방배동 328-1,서초구,24.0,24.0,24.0,42,8665
방배복개도로 제2지역 노상공영주차장,노상 주차장,37.4798789,126.9939103,서초구 방배동 493-5,서초구,13.0,13.0,13.0,42,8665
방배열린문화센터 공영주차장,노외 주차장,37.4798789,126.9939103,서초구 방배동 852-14,서초구,24.0,24.0,24.0,42,8665
방배중앙로 노상공영주차장,노상 주차장,37.4798789,126.9939103,서초구 방배동 760-3,서초구,10.0,10.0,10.0,42,8665
방신시장 고객주차장,노상 주차장,37.57682,126.81422,강서구 방화동 858-0,강서구,10.0,10.0,10.0,191,8009
방이고분,노외 주차장,37.5141564,127.1195472,송파구 방이동 125-0,송파구,9.0,6.0,8.142857142857142,93,7851
방이동 공영주차장,노외 주차장,37.5141564,127.1195472,송파구 방이동 52-1,송파구,24.0,24.0,24.0,93,7851
방이습지 노상공영주차장,노상 주차장,37.5141564,127.1195472,송파구 방이동 452-12,송파구,9.0,9.0,9.0,93,7851
방학동 도깨비시장 공영주차장,노외 주차장,37.66442,127.03333,도봉구 방학동 632-1,도봉구,13.0,13.0,13.0,68,2535
방학동 월드상가 앞 주차장,노상 주차장,37.66442,127.03333,도봉구 방학동 717-0,도봉구,9.0,9.0,9.0,68,2535
방화로 공영주차장,노상 주차장,37.55468529,126.81629744,강서구 공항동 796-0,강서구,9.0,24.0,13.285714285714286,97,8009
배봉공영주차장,노외 주차장,37.58773,127.06526,동대문구 휘경동 286-66,동대문구,17.0,17.0,17.0,91,3021
배오개길 공영주차장,노상 주차장,37.56535114,126.998315985,중구 예관동 22-1,중구,10.0,6.0,8.857142857142858,60,2000
번2동 공영주차장(무인),노외 주차장,37.62929,127.03684,강북구 번동 148-140,강북구,24.0,24.0,24.0,82,1856
범일운수~신세계물류센터,노상 주차장,37.468399,126.8979571,금천구 독산동 1001-2,금천구,11.0,24.0,14.714285714285714,120,2257
법마을공영주차장,노외 주차장,37.5162407,126.8521196,양천구 신정동 1018-3,양천구,24.0,24.0,24.0,130,3941
법안정사 공영주차장,노상 주차장,37.53608,126.87585,양천구 목동 907-1,양천구,10.0,6.0,8.857142857142858,96,3941
벚꽃길주차장,노외 주차장,37.5162407,126.8521196,양천구 신정동 884-8,양천구,24.0,24.0,24.0,130,3941
벤처빌딩,노외 주차장,37.6162,127.05086,성북구 장위동 65-154,성북구,24.0,24.0,24.0,95,3533
벽산 노상공영,노상 주차장,37.6352212,127.0090642,강북구 수유동 36-1,강북구,10.0,6.0,8.857142857142858,25,1856
벽산공영,노상 주차장,37.6352212,127.0090642,강북구 수유동 45-0,강북구,10.0,6.0,8.857142857142858,25,1856
벽산디지털밸리앞 노상주차장,노상 주차장,37.51588,126.88411,영등포구 문래동5가 5-0,영등포구,10.0,6.0,8.857142857142858,208,4323
볏골공원 지하공영주차장,노외 주차장,37.54208,126.84656,강서구 화곡동 98-99,강서구,24.0,24.0,24.0,13,8009
볕우물 공영주차장,노외 주차장,37.55237413,127.13512275,강동구 암사동 473-3,강동구,24.0,24.0,24.0,170,5653
보라매공원동문주차장,노외 주차장,37.4955756,126.9195788,동작구 신대방동 395-0,동작구,13.0,13.0,13.0,67,2867
보라매상업 공영주차장,노외 주차장,37.49039184,126.92340595,동작구 신대방동 431-3,동작구,12.0,12.0,12.0,153,2867
보라매제1공영주차장,노외 주차장,37.484665,126.9484961,관악구 봉천동 110-4,관악구,24.0,24.0,24.0,211,3005
복정역 공영주차장,노외 주차장,37.47005293,127.1277329,송파구 장지동 600-2,송파구,24.0,24.0,24.0,38,7851
봉수대공영주차장,노외 주차장,37.61182,127.09298,중랑구 신내동 12-2,중랑구,9.0,24.0,13.285714285714286,178,3158
봉천복개3 공영주차장,노상 주차장,37.48839206,126.93069135,관악구 봉천동 1467-3,관악구,10.0,6.0,8.857142857142858,22,3005
봉화산역(남) 공영주차장,노외 주차장,37.61182,127.09298,중랑구 신내동 647-0,중랑구,13.0,13.0,13.0,178,3158
부군당길공영주차장,노외 주차장,37.5806,127.05543,동대문구 전농동 273-1,동대문구,17.0,17.0,17.0,80,3021
부영그린 공영노상주차장,노상 주차장,37.53608,126.87585,양천구 목동 908-35,양천구,10.0,6.0,8.857142857142858,96,3941
북부지법주변,노상 주차장,37.63021,127.08818,노원구 공릉동 629-1,노원구,10.0,9.0,9.714285714285714,144,3918
불암산 공영주차장,노외 주차장,37.64802,127.07678,노원구 중계동 26-0,노원구,16.5,24.0,18.642857142857142,225,3918
비봉,노외 주차장,37.609029,126.9573925,종로구 구기동 139-9,종로구,10.0,10.0,10.0,3,1896
비봉주차장,노외 주차장,37.609029,126.9573925,종로구 구기동 139-9,종로구,10.0,10.0,10.0,3,1896
비석거리,노상 주차장,37.49672,127.11744,송파구 가락동 95-6,송파구,9.0,24.0,13.285714285714286,210,7851
빗물펌프장 공영주차장,노외 주차장,37.5064393,126.963687,동작구 흑석동 105-0,동작구,24.0,24.0,24.0,166,2867
빙수골장미,노외 주차장,37.4988159,126.9441045,동작구 상도동 301-132,동작구,24.0,24.0,24.0,155,2867
빨래골 노상공영,노상 주차장,37.6352212,127.0090642,강북구 수유동 49-27,강북구,10.0,6.0,8.857142857142858,25,1856
사당노외공영주차장,노외 주차장,37.47543791,126.98377372,서초구 방배동 507-1,서초구,24.0,24.0,24.0,104,8665
사조냉장-무등실업,노상 주차장,37.468399,126.8979571,금천구 독산동 303-2,금천구,11.0,24.0,14.714285714285714,120,2257
산업은행앞,노상 주차장,37.5267088,126.9238,영등포구 여의도동 1-5,영등포구,10.0,6.0,8.857142857142858,262,4323
산업은행앞 노상주차장,노상 주차장,37.5267088,126.9238,영등포구 여의도동 16-0,영등포구,10.0,6.0,8.857142857142858,262,4323
살곶이(평면) 공영주차장,노외 주차장,37.5589948,127.0480281,성동구 사근동 104-0,성동구,24.0,24.0,24.0,41,4331
살피재 주차장,노상 주차장,37.4988159,126.9441045,동작구 상도동 485-6,동작구,24.0,24.0,24.0,155,2867
삼각지고가밑 공영주차장,노상 주차장,37.53704625,126.96954765,용산구 문배동 12-1,용산구,10.0,6.0,8.857142857142858,350,2674
삼성1문화센터 공영주차장,노외 주차장,37.5147838,127.0543618,강남구 삼성동 161-2,강남구,24.0,24.0,24.0,85,15468
삼성유료주차장,노외 주차장,37.5223206,127.0277019,강남구 신사동 625-13,강남구,12.0,12.0,12.0,62,15468
삼양마을공원지하공영주차장,노외 주차장,37.628995,127.0257543,강북구 미아동 748-2,강북구,24.0,24.0,24.0,38,1856
삼전동(건축물식),노외 주차장,37.5014521,127.0901512,송파구 삼전동 175-8,송파구,24.0,24.0,24.0,26,7851
삼청공원앞,노상 주차장,37.58964,126.98112,종로구 삼청동 25-11,종로구,12.0,8.0,10.857142857142858,11,1896
삼환아파트,노상 주차장,37.468399,126.8979571,금천구 독산동 1004-6,금천구,11.0,24.0,14.714285714285714,120,2257
삼환아파트 앞 노상주차장,노상 주차장,37.514477,126.8898892,영등포구 문래동4가 41-0,영등포구,10.0,6.0,8.857142857142858,127,4323
상계2동 공영주차장,노외 주차장,37.66727,127.07242,노원구 상계동 373-13,노원구,24.0,24.0,24.0,97,3918
상봉2동공영주차장,노외 주차장,37.60002,127.09283,중랑구 상봉동 110-38,중랑구,24.0,24.0,24.0,245,3158
상암1 공영주차장,노외 주차장,37.5715724,126.8728063,마포구 상암동 1621-0,마포구,24.0,24.0,24.0,0,4083
상인회주차장,노외 주차장,37.4507049,126.9085555,금천구 시흥동 886-13,금천구,9.0,9.0,9.0,56,2257
새마을시장,노상 주차장,37.5122807,127.0855986,송파구 잠실동 284-0,송파구,12.0,12.0,12.0,208,7851
색동공원 공영주차장,노외 주차장,37.6352212,127.0090642,강북구 수유동 49-7,강북구,24.0,24.0,24.0,25,1856
색동공원공영주차장,노외 주차장,37.6352212,127.0090642,강북구 수유동 49-7,강북구,24.0,24.0,24.0,25,1856
서강대역 환승 공영주차장,노외 주차장,37.5462035,126.9359375,마포구 신수동 93-35,마포구,24.0,24.0,24.0,182,4083
서계동공영주차장,노외 주차장,37.55234,126.96595,용산구 서계동 276-5,용산구,24.0,24.0,24.0,241,2674
서광주차장,노외 주차장,37.4955756,126.9195788,동작구 신대방동 607-45,동작구,24.0,24.0,24.0,67,2867
