pklt_nm,pklt_knd_nm,lat,lot,자치구,운영시간,노외여부,ev_충전기_설치수,ev_200m,ev_등록대수,자체소비_점수,EV충전_점수_norm,축3_자가소비적합성
덕성엔앰피,노상 주차장,37.4753253,126.8863954,금천구,14.714285714285714,0,0,40,2257,0.2694915254237288,0.13355321282114765,0.24230386290321257
덕원주차장,노외 주차장,37.57105,127.06806,동대문구,24.0,1,0,9,3021,1.0,0.07235850094542028,0.8144717001890841
도곡로 327 공영주차장,노외 주차장,37.49988,127.03856,강남구,24.0,1,0,44,15468,1.0,0.6653872647065736,0.9330774529413148
도곡로 421 공영주차장,노외 주차장,37.49882,127.06566,강남구,24.0,1,0,15,15468,1.0,0.5800057130406859,0.9160011426081373
도곡로21길 7 공영주차장,노외 주차장,37.49988,127.03856,강남구,24.0,1,0,44,15468,1.0,0.6653872647065736,0.9330774529413148
도곡초 공영주차장,노외 주차장,37.49882,127.06566,강남구,24.0,1,0,15,15468,1.0,0.5800057130406859,0.9160011426081373
도깨비시장 공영주차장,노외 주차장,37.66442,127.03333,도봉구,13.0,1,0,2,2535,0.6084745762711865,0.03261754018847266,0.4933031690546438
도림고가 노상주차장,노상 주차장,37.51217,126.89799,영등포구,8.857142857142858,0,0,36,4323,0.061016949152542375,0.20310551778504748,0.0894346628790434
도림동 공영주차장,노외 주차장,37.5082619,126.8993866,영등포구,23.0,1,0,8,4323,0.9644067796610171,0.12066815755591447,0.7956590552399966
도봉2동 6공영주차장,노외 주차장,37.6826056,127.0425405,도봉구,24.0,1,0,0,2535,1.0,0.02672915731496316,0.8053458314629927
도봉산 공영주차장,노외 주차장,37.6876442,127.04066026,도봉구,14.0,1,7,22,2535,0.6440677966101696,0.17216588269616023,0.5496874138273677
도봉산역 공영주차장,노외 주차장,37.68972069,127.04483862,도봉구,24.0,1,9,9,2535,1.0,0.15693839795337486,0.831387679590675
도산대로25길 32 공영주차장,노외 주차장,37.5223206,127.0277019,강남구,14.0,1,0,4,15468,0.6440677966101696,0.5476196072363836,0.6247781587354124
도선동(지하) 공영주차장,노외 주차장,37.5660138,127.0327281,성동구,24.0,1,0,37,4331,1.0,0.2063646330193276,0.8412729266038655
독산2동 공영주차장,노외 주차장,37.468399,126.8979571,금천구,13.214285714285714,1,0,41,2257,0.6161016949152542,0.1364974042579024,0.5201808367837839
독산2동 지평식주차장4,노외 주차장,37.4753253,126.8863954,금천구,24.0,1,0,40,2257,1.0,0.13355321282114765,0.8267106425642295
독산3동 공영주차장,노외 주차장,37.468399,126.8979571,금천구,11.0,1,0,41,2257,0.5372881355932204,0.1364974042579024,0.45712998932615684
독산4동 공영주차장,노외 주차장,37.468399,126.8979571,금천구,24.0,1,0,41,2257,1.0,0.1364974042579024,0.8272994808515806
독산동 금천교 공영주차장,노상 주차장,37.46658655,126.88993519,금천구,8.857142857142858,0,0,54,2257,0.061016949152542375,0.17477189293571416,0.08376793790917675
돈화문로 공영주차장,노상 주차장,37.5647315,126.992846,중구,8.857142857142858,0,0,7,2000,0.061016949152542375,0.02627796841273937,0.05406915300458178
동교동 노상공영주차장,노상 주차장,37.5550711,126.9238244,마포구,11.0,0,0,16,4083,0.13728813559322034,0.13477397512419234,0.13678530349941476
동구로 공영주차장,노외 주차장,37.49510602,126.89186155,구로구,24.0,1,2,20,3621,1.0,0.1514108954991494,0.8302821790998299
동국제강 공영주차장,노외 주차장,37.56733736,126.98343453,중구,10.0,1,0,66,2000,0.5016949152542373,0.19998526318126966,0.44135298483964375
동답 공영주차장,노외 주차장,37.57002,127.05467,동대문구,10.0,1,0,0,3021,0.5016949152542373,0.04586077801462752,0.41052808780631533
동대문 공영주차장,노외 주차장,37.56710187,127.01214106,중구,24.0,1,22,35,2000,1.0,0.3622323719271631,0.8724464743854327
동막골,노외 주차장,37.66727,127.07242,노원구,7.571428571428571,1,0,1,3918,0.4152542372881356,0.08411580024891092,0.3490265498802907
동막골 노외공영주차장,노외 주차장,37.66727,127.07242,노원구,14.0,1,0,1,3918,0.6440677966101696,0.08411580024891092,0.5320773973379179
동묘공영,노외 주차장,37.57648,127.01848,종로구,24.0,1,0,4,1896,1.0,0.013351384734645696,0.8026702769469292
동묘공영주차장,노외 주차장,37.57648,127.01848,종로구,13.285714285714286,1,0,4,1896,0.6186440677966103,0.013351384734645696,0.4975855311842174
동문굿모닝탑 앞 노상공영주차장,노상 주차장,37.5162407,126.8521196,양천구,14.0,0,0,26,3941,0.24406779661016947,0.15862599208566505,0.2269794357052686
동방고개,노외 주차장,37.6162,127.05086,성북구,24.0,1,0,0,3533,1.0,0.06601590105624923,0.8132031802112499
동산마을 공영주차장,노외 주차장,37.46838,127.0361,서초구,24.0,1,0,12,8665,1.0,0.3033698144098113,0.8606739628819623
동서울 노외주차장,노외 주차장,37.54417,127.09262,광진구,11.0,1,0,12,2445,0.5372881355932204,0.05851656183386011,0.4415338208413484
동아빌딩앞,노상 주차장,37.5267088,126.9238,영등포구,8.857142857142858,0,0,43,4323,0.061016949152542375,0.22371485784233072,0.09355653089050006
동아빌딩앞 노상주차장,노상 주차장,37.5267088,126.9238,영등포구,8.857142857142858,0,0,43,4323,0.061016949152542375,0.22371485784233072,0.09355653089050006
동우주차장,노외 주차장,37.55783,127.03571,성동구,24.0,1,3,8,4331,1.0,0.15555358725597948,0.8311107174511959
동원시장공영주차장,노외 주차장,37.58178,127.09034,중랑구,24.0,1,0,0,3158,1.0,0.05125384804724895,0.8102507696094499
동작갯마을,노상 주차장,37.5028911,126.9775288,동작구,10.0,0,0,8,2867,0.10169491525423725,0.06335202640630276,0.09402633748465036
동작갯마을 공영주차장,노상 주차장,37.5028911,126.9775288,동작구,10.0,0,0,8,2867,0.10169491525423725,0.06335202640630276,0.09402633748465036
동작구청 부설주차장,노외 주차장,37.5110101,126.9414634,동작구,24.0,1,0,5,2867,1.0,0.0545194520960385,0.8109038904192077
동작대교 공영주차장,노외 주차장,37.518577,126.983287,용산구,14.0,1,2,2,2674,0.6440677966101696,0.061136345105501866,0.5274815063092361
동작대교(위) 공영주차장,노상 주차장,37.50535472,126.9806183,동작구,14.0,0,0,6,2867,0.24406779661016947,0.05746364353279325,0.20674696599469425
동작대교(위) 공영주차장,노상 주차장,37.50535472,126.9806183,동작구,14.0,0,0,6,2867,0.24406779661016947,0.05746364353279325,0.20674696599469425
동작주차공원,노외 주차장,37.5028911,126.9775288,동작구,24.0,1,0,8,2867,1.0,0.06335202640630276,0.8126704052812606
동작주차공원 주차장,노외 주차장,37.5028911,126.9775288,동작구,24.0,1,0,8,2867,1.0,0.06335202640630276,0.8126704052812606
동호대교(남) 공영주차장,노상 주차장,37.53093729,127.024794275,강남구,10.0,0,1,10,15468,0.10169491525423725,0.5768082578244254,0.1967175837682749
동화동 공영주차장,노외 주차장,37.5651969,127.01322,중구,24.0,1,0,11,2000,1.0,0.03805473415975837,0.8076109468319517
둔촌역전통시장,노외 주차장,37.52998,127.12875,강동구,24.0,1,0,8,5653,1.0,0.1730242388945021,0.8346048477789004
둘리뮤지엄 공영주차장,노외 주차장,37.65347,127.02715,도봉구,24.0,1,0,0,2535,1.0,0.02672915731496316,0.8053458314629927
둘리뮤지엄공영주차장,노외 주차장,37.65347,127.02715,도봉구,24.0,1,0,0,2535,1.0,0.02672915731496316,0.8053458314629927
등나무근린공원,노외 주차장,37.64802,127.07678,노원구,11.285714285714286,1,0,71,3918,0.5474576271186441,0.2902092008217435,0.496007941859264
등촌 2-1 공영주차장,노외 주차장,37.5498936,126.86025,강서구,24.0,1,4,9,8009,1.0,0.3148074965725221,0.8629614993145045
등촌3동 꿈나무길,노상 주차장,37.5498936,126.86025,강서구,8.857142857142858,0,4,9,8009,0.061016949152542375,0.3148074965725221,0.11177505863653833
뚝섬유수지(평면) 공영주차장,노외 주차장,37.5435,127.03742,성동구,24.0,1,0,0,4331,1.0,0.0974295498594018,0.8194859099718804
렉싱턴호텔뒤 노상주차장,노상 주차장,37.5267088,126.9238,영등포구,8.857142857142858,0,0,43,4323,0.061016949152542375,0.22371485784233072,0.09355653089050006
롯데캐슬앞 노상주차장,노상 주차장,37.5267088,126.9238,영등포구,8.857142857142858,0,0,43,4323,0.061016949152542375,0.22371485784233072,0.09355653089050006
마곡8 임시 주차장,노외 주차장,37.566575,126.826243,강서구,14.0,1,0,67,8009,0.6440677966101696,0.43947659203424483,0.6031495556949846
마들스타디움(근린공원),노외 주차장,37.66727,127.07242,노원구,16.857142857142858,1,0,1,3918,0.7457627118644068,0.08411580024891092,0.6134333295413077
마른내길 공영주차장,노상 주차장,37.56433062,126.99457488,중구,8.857142857142858,0,0,3,2000,0.061016949152542375,0.014501202665720365,0.05171379985517798
마른내로 공영주차장,노상 주차장,37.56452799,126.99985972,중구,13.285714285714286,0,0,24,2000,0.21864406779661022,0.07632922283757011,0.19018109880480222
마을공원,노외 주차장,37.6162,127.05086,성북구,24.0,1,0,0,3533,1.0,0.06601590105624923,0.8132031802112499
마을마당주차장,노외 주차장,37.52782,126.83692,양천구,24.0,1,0,22,3941,1.0,0.14684922633864606,0.8293698452677293
마장축산물시장 서문(건물) 공영주차장,노외 주차장,37.56743,127.04045,성동구,24.0,1,0,23,4331,1.0,0.16514595290476108,0.8330291905809523
마장축산물시장(건물) 공영주차장,노외 주차장,37.56743,127.04045,성동구,24.0,1,0,23,4331,1.0,0.16514595290476108,0.8330291905809523
마천동1(건축물식),노외 주차장,37.49803,127.15167,송파구,24.0,1,0,3,7851,1.0,0.2448285950808153,0.8489657190161631
마천동2(건축물식),노외 주차장,37.49803,127.15167,송파구,24.0,1,0,3,7851,1.0,0.2448285950808153,0.8489657190161631
마천동3(건축물식),노외 주차장,37.49803,127.15167,송파구,24.0,1,0,3,7851,1.0,0.2448285950808153,0.8489657190161631
마포중앙도서관 공영주차장,노외 주차장,37.56775,126.90263,마포구,24.0,1,0,25,4083,1.0,0.1612716980549851,0.832254339610997
만승뒤(협동봉제조합),노상 주차장,37.4753253,126.8863954,금천구,10.142857142857142,0,0,40,2257,0.10677966101694909,0.13355321282114765,0.11213437137778881
망원1-1 공영주차장,노외 주차장,37.55586,126.90087,마포구,12.928571428571429,1,0,13,4083,0.6059322033898306,0.12594140081392807,0.50993404287465
망원1-2 공영주차장,노외 주차장,37.55586,126.90087,마포구,24.0,1,0,13,4083,1.0,0.12594140081392807,0.8251882801627857
망원2-1 공영주차장,노외 주차장,37.55586,126.90087,마포구,12.928571428571429,1,0,13,4083,0.6059322033898306,0.12594140081392807,0.50993404287465
망원나들목공영주차장A동,노외 주차장,37.55586,126.90087,마포구,24.0,1,0,13,4083,1.0,0.12594140081392807,0.8251882801627857
망원동 공영주차장,노외 주차장,37.55586,126.90087,마포구,24.0,1,0,13,4083,1.0,0.12594140081392807,0.8251882801627857
매바위 공영주차장,노외 주차장,37.59418,126.92555,은평구,24.0,1,0,125,3656,1.0,0.43888178403754513,0.8877763568075091
매헌시민의숲(매헌)역 공영주차장,노외 주차장,37.46838,127.0361,서초구,24.0,1,0,12,8665,1.0,0.3033698144098113,0.8606739628819623
면목2동공영주차장,노외 주차장,37.58178,127.09034,중랑구,24.0,1,0,0,3158,1.0,0.05125384804724895,0.8102507696094499
면목5동공영주차장,노외 주차장,37.58178,127.09034,중랑구,24.0,1,0,0,3158,1.0,0.05125384804724895,0.8102507696094499
면목유수지 공영주차장,노외 주차장,37.579494,127.081451,중랑구,24.0,1,10,37,3158,1.0,0.27542395088230687,0.8550847901764614
면목초교주자창,노외 주차장,37.58178,127.09034,중랑구,24.0,1,0,0,3158,1.0,0.05125384804724895,0.8102507696094499
명광교회공영주차장,노외 주차장,37.58659,126.99398,종로구,24.0,1,0,12,1896,1.0,0.0369049162286837,0.8073809832457368
명광교회옆,노외 주차장,37.58659,126.99398,종로구,24.0,1,0,12,1896,1.0,0.0369049162286837,0.8073809832457368
명륜1가공영주차장,노외 주차장,37.58861,126.99689,종로구,24.0,1,0,9,1896,1.0,0.028072341918419456,0.8056144683836839
명륜동와룡주차장,노외 주차장,37.58659,126.99398,종로구,24.0,1,0,12,1896,1.0,0.0369049162286837,0.8073809832457368
명일동 공영주차장,노외 주차장,37.55361065,127.15591212,강동구,9.571428571428571,1,0,43,5653,0.4864406779661017,0.2760709391809184,0.4443667302090651
목2동 월촌,노외 주차장,37.53608,126.87585,양천구,24.0,1,0,3,3941,1.0,0.09090958904030579,0.8181819178080612
목3동 해운주차장,노외 주차장,37.53608,126.87585,양천구,24.0,1,0,3,3941,1.0,0.09090958904030579,0.8181819178080612
목동체비지 공영주차장,노외 주차장,37.53679354,126.8806468,양천구,13.0,1,0,109,3941,0.6084745762711865,0.40299388133630937,0.5673784372842111
목동타운홀,노외 주차장,37.53608,126.87585,양천구,14.0,1,0,3,3941,0.6440677966101696,0.09090958904030579,0.5334361550961968
목사랑시장,노외 주차장,37.53608,126.87585,양천구,24.0,1,0,3,3941,1.0,0.09090958904030579,0.8181819178080612
무계원 공영,노외 주차장,37.5949602,126.9657272,종로구,24.0,1,0,0,1896,1.0,0.0015746189876266936,0.8003149237975253
무궁화공영주차장,노외 주차장,37.48818,127.01751,서초구,24.0,1,0,10,8665,1.0,0.2974814315363018,0.8594962863072604
묵정공원지하 공영주차장,노외 주차장,37.5623267,126.9991376,중구,24.0,1,0,38,2000,1.0,0.11754790295213663,0.8235095805904273
문래1동 공영주차장,노상 주차장,37.51355189,126.89703007,영등포구,8.857142857142858,0,0,48,4323,0.061016949152542375,0.23843581502610453,0.09650072232725482
문래근린공원 주차장,노외 주차장,37.51702,126.89591,영등포구,24.0,1,0,64,4323,1.0,0.2855428780141805,0.8571085756028362
문래동공영,노외 주차장,37.51588,126.88411,영등포구,24.0,1,1,14,4323,1.0,0.14985680814395622,0.8299713616287913
문래동주민센터 앞 노상주차장,노상 주차장,37.51702,126.89591,영등포구,8.857142857142858,0,0,64,4323,0.061016949152542375,0.2855428780141805,0.10592213492487002
문정 공영주차장,노외 주차장,37.48434,127.12246,송파구,15.0,1,5,83,7851,0.6796610169491526,0.5379814198587615,0.6513250975310745
문정골길 노상공영주차장,노상 주차장,37.48434,127.12246,송파구,12.0,0,5,83,7851,0.17288135593220336,0.5379814198587615,0.245901368717515
문정근린공원,노외 주차장,37.48434,127.12246,송파구,24.0,1,5,83,7851,1.0,0.5379814198587615,0.9075962839717524
문화공영주차장,노외 주차장,37.5651969,127.01322,중구,13.642857142857142,1,0,11,2000,0.6313559322033898,0.03805473415975837,0.5126956925946635
문화회관 동측 공영주차장,노외 주차장,37.5162407,126.8521196,양천구,10.0,1,0,26,3941,0.5016949152542373,0.15862599208566505,0.43308113062052284
문화회관 지하 주차장,노외 주차장,37.5162407,126.8521196,양천구,10.0,1,0,26,3941,0.5016949152542373,0.15862599208566505,0.43308113062052284
문화회관동측,노외 주차장,37.5162407,126.8521196,양천구,10.0,1,0,26,3941,0.5016949152542373,0.15862599208566505,0.43308113062052284
문화회관서측 노외주차장,노외 주차장,37.5162407,126.8521196,양천구,10.0,1,0,26,3941,0.5016949152542373,0.15862599208566505,0.43308113062052284
미래에셋빌딩 앞 노상주차장,노상 주차장,37.5267088,126.9238,영등포구,8.857142857142858,0,0,43,4323,0.061016949152542375,0.22371485784233072,0.09355653089050006
민속의 집 주차장,노외 주차장,37.56528,127.15761,강동구,24.0,1,0,58,5653,1.0,0.32023381073223967,0.8640467621464479
민속의집 공영주차장,노외 주차장,37.56528,127.15761,강동구,24.0,1,0,58,5653,1.0,0.32023381073223967,0.8640467621464479
바람개비 공영주차장,노외 주차장,37.53608,126.87585,양천구,14.0,1,0,3,3941,0.6440677966101696,0.09090958904030579,0.5334361550961968
바람개비주차장,노외 주차장,37.53608,126.87585,양천구,14.0,1,0,3,3941,0.6440677966101696,0.09090958904030579,0.5334361550961968
반포2동 공영주차장,노외 주차장,37.50312,127.0014,서초구,24.0,1,0,65,8665,1.0,0.4594119605578131,0.8918823921115626
반포2동공영주차장(덜위치칼리지),노외 주차장,37.50312,127.0014,서초구,24.0,1,0,65,8665,1.0,0.4594119605578131,0.8918823921115626
반포4동 주민센터 공영주차장,노외 주차장,37.50312,127.0014,서초구,24.0,1,0,65,8665,1.0,0.4594119605578131,0.8918823921115626
반포동 방음언덕형 공영주차장,노외 주차장,37.50312,127.0014,서초구,24.0,1,0,65,8665,1.0,0.4594119605578131,0.8918823921115626
반포둥근마을 공영주차장,노외 주차장,37.50312,127.0014,서초구,24.0,1,0,65,8665,1.0,0.4594119605578131,0.8918823921115626
반포복개천 공영주차장,노상 주차장,37.50312,127.0014,서초구,12.0,0,0,65,8665,0.17288135593220336,0.4594119605578131,0.23018747685732532
반포복개천 노상공영주차장,노상 주차장,37.50312,127.0014,서초구,12.0,0,0,65,8665,0.17288135593220336,0.4594119605578131,0.23018747685732532
반포서래공영주차장[서래마을 3호점],노외 주차장,37.50312,127.0014,서초구,24.0,1,0,65,8665,1.0,0.4594119605578131,0.8918823921115626
반포한강공원 반포2주차장,노외 주차장,37.50312,127.0014,서초구,18.0,1,0,65,8665,0.7864406779661017,0.4594119605578131,0.721034934484444
밝은빛 공영주차장,노외 주차장,37.5162407,126.8521196,양천구,10.0,1,0,26,3941,0.5016949152542373,0.15862599208566505,0.43308113062052284
밤고개로21길 공영주차장,노외 주차장,37.4714,127.1113,강남구,24.0,1,0,5,15468,1.0,0.5505637986731384,0.9101127597346277
방배1동 공영주차장,노외 주차장,37.4798789,126.9939103,서초구,24.0,1,6,16,8665,1.0,0.38428759196190965,0.876857518392382
방배복개도로 제2지역 노상공영주차장,노상 주차장,37.4798789,126.9939103,서초구,13.0,0,6,16,8665,0.20847457627118646,0.38428759196190965,0.2436371794093311
방배열린문화센터 공영주차장,노외 주차장,37.4798789,126.9939103,서초구,24.0,1,6,16,8665,1.0,0.38428759196190965,0.876857518392382
방배중앙로 노상공영주차장,노상 주차장,37.4798789,126.9939103,서초구,10.0,0,6,16,8665,0.10169491525423725,0.38428759196190965,0.15821345059577174
방신시장 고객주차장,노상 주차장,37.57682,126.81422,강서구,10.0,0,11,39,8009,0.10169491525423725,0.4837977534477571,0.17811548289294124
방이고분,노외 주차장,37.5141564,127.1195472,송파구,8.142857142857142,1,0,22,7851,0.43559322033898307,0.30076823237915556,0.4086282227470176
방이동 공영주차장,노외 주차장,37.5141564,127.1195472,송파구,24.0,1,0,22,7851,1.0,0.30076823237915556,0.8601536464758311
방이습지 노상공영주차장,노상 주차장,37.5141564,127.1195472,송파구,9.0,0,0,22,7851,0.06610169491525422,0.30076823237915556,0.11303500240803449
방학동 도깨비시장 공영주차장,노외 주차장,37.66442,127.03333,도봉구,13.0,1,0,2,2535,0.6084745762711865,0.03261754018847266,0.4933031690546438
방학동 월드상가 앞 주차장,노상 주차장,37.66442,127.03333,도봉구,9.0,0,0,2,2535,0.06610169491525422,0.03261754018847266,0.059404863969897914
방화로 공영주차장,노상 주차장,37.55468529,126.81629744,강서구,13.285714285714286,0,0,0,8009,0.21864406779661022,0.2422157657716765,0.2233584073916235
배봉공영주차장,노외 주차장,37.58773,127.06526,동대문구,17.0,1,0,6,3021,0.7508474576271187,0.06352592663515604,0.6133831514287262
배오개길 공영주차장,노상 주차장,37.56535114,126.998315985,중구,8.857142857142858,0,0,1,2000,0.061016949152542375,0.008612819792210864,0.050536123280476075
번2동 공영주차장(무인),노외 주차장,37.62929,127.03684,강북구,24.0,1,0,3,1856,1.0,0.008832574310264251,0.8017665148620529
범일운수~신세계물류센터,노상 주차장,37.468399,126.8979571,금천구,14.714285714285714,0,0,41,2257,0.2694915254237288,0.1364974042579024,0.24289270119056353
법마을공영주차장,노외 주차장,37.5162407,126.8521196,양천구,24.0,1,0,26,3941,1.0,0.15862599208566505,0.8317251984171331
법안정사 공영주차장,노상 주차장,37.53608,126.87585,양천구,8.857142857142858,0,0,3,3941,0.061016949152542375,0.09090958904030579,0.06699547713009507
벚꽃길주차장,노외 주차장,37.5162407,126.8521196,양천구,24.0,1,0,26,3941,1.0,0.15862599208566505,0.8317251984171331
벤처빌딩,노외 주차장,37.6162,127.05086,성북구,24.0,1,0,0,3533,1.0,0.06601590105624923,0.8132031802112499
벽산 노상공영,노상 주차장,37.6352212,127.0090642,강북구,8.857142857142858,0,0,0,1856,0.061016949152542375,0.0,0.048813559322033906
벽산공영,노상 주차장,37.6352212,127.0090642,강북구,8.857142857142858,0,0,0,1856,0.061016949152542375,0.0,0.048813559322033906
벽산디지털밸리앞 노상주차장,노상 주차장,37.51588,126.88411,영등포구,8.857142857142858,0,1,14,4323,0.061016949152542375,0.14985680814395622,0.07878492095082515
볏골공원 지하공영주차장,노외 주차장,37.54208,126.84656,강서구,24.0,1,0,5,8009,1.0,0.2569367229554502,0.8513873445910901
볕우물 공영주차장,노외 주차장,37.55237413,127.13512275,강동구,24.0,1,2,2,5653,1.0,0.17840609420900005,0.8356812188418
보라매공원동문주차장,노외 주차장,37.4955756,126.9195788,동작구,13.0,1,0,5,2867,0.6084745762711865,0.0545194520960385,0.49768355143615695
보라매상업 공영주차장,노외 주차장,37.49039184,126.92340595,동작구,12.0,1,14,77,2867,0.5728813559322034,0.42783026308756567,0.5438711373632759
보라매제1공영주차장,노외 주차장,37.484665,126.9484961,관악구,24.0,1,3,4,3005,1.0,0.0915782020691355,0.8183156404138271
복정역 공영주차장,노외 주차장,37.47005293,127.1277329,송파구,24.0,1,3,14,7851,1.0,0.3117852067876572,0.8623570413575314
봉수대공영주차장,노외 주차장,37.61182,127.09298,중랑구,13.285714285714286,1,0,0,3158,0.6186440677966103,0.05125384804724895,0.505166023846738
봉천복개3 공영주차장,노상 주차장,37.48839206,126.93069135,관악구,8.857142857142858,0,0,1,3005,0.061016949152542375,0.0481751218563316,0.05844858369330023
봉화산역(남) 공영주차장,노외 주차장,37.61182,127.09298,중랑구,13.0,1,0,0,3158,0.6084745762711865,0.05125384804724895,0.49703043062639907
부군당길공영주차장,노외 주차장,37.5806,127.05543,동대문구,17.0,1,0,40,3021,0.7508474576271187,0.16362843548481754,0.6334036531986585
부영그린 공영노상주차장,노상 주차장,37.53608,126.87585,양천구,8.857142857142858,0,0,3,3941,0.061016949152542375,0.09090958904030579,0.06699547713009507
북부지법주변,노상 주차장,37.63021,127.08818,노원구,9.714285714285714,0,0,0,3918,0.09152542372881355,0.08117160881215618,0.08945466074548208
불암산 공영주차장,노외 주차장,37.64802,127.07678,노원구,18.642857142857142,1,0,71,3918,0.8093220338983051,0.2902092008217435,0.7054994672829928
비봉,노외 주차장,37.609029,126.9573925,종로구,10.0,1,0,1,1896,0.5016949152542373,0.004518810424381445,0.40225969428826613
비봉주차장,노외 주차장,37.609029,126.9573925,종로구,10.0,1,0,1,1896,0.5016949152542373,0.004518810424381445,0.40225969428826613
비석거리,노상 주차장,37.49672,127.11744,송파구,13.285714285714286,0,10,65,7851,0.21864406779661022,0.5426034838347421,0.2834359510042366
빗물펌프장 공영주차장,노외 주차장,37.5064393,126.963687,동작구,24.0,1,0,23,2867,1.0,0.10751489795762402,0.8215029795915249
빙수골장미,노외 주차장,37.4988159,126.9441045,동작구,24.0,1,3,13,2867,1.0,0.11264348949261617,0.8225286978985232
빨래골 노상공영,노상 주차장,37.6352212,127.0090642,강북구,8.857142857142858,0,0,0,1856,0.061016949152542375,0.0,0.048813559322033906
사당노외공영주차장,노외 주차장,37.47543791,126.98377372,서초구,24.0,1,0,17,8665,1.0,0.31809077159358506,0.863618154318717
사조냉장-무등실업,노상 주차장,37.468399,126.8979571,금천구,14.714285714285714,0,0,41,2257,0.2694915254237288,0.1364974042579024,0.24289270119056353
산업은행앞,노상 주차장,37.5267088,126.9238,영등포구,8.857142857142858,0,0,43,4323,0.061016949152542375,0.22371485784233072,0.09355653089050006
산업은행앞 노상주차장,노상 주차장,37.5267088,126.9238,영등포구,8.857142857142858,0,0,43,4323,0.061016949152542375,0.22371485784233072,0.09355653089050006
살곶이(평면) 공영주차장,노외 주차장,37.5589948,127.0480281,성동구,24.0,1,0,0,4331,1.0,0.0974295498594018,0.8194859099718804
살피재 주차장,노상 주차장,37.4988159,126.9441045,동작구,24.0,0,3,13,2867,0.6,0.11264348949261617,0.5025286978985232
삼각지고가밑 공영주차장,노상 주차장,37.53704625,126.96954765,용산구,8.857142857142858,0,1,105,2674,0.061016949152542375,0.352864561123728,0.1193864715467795
삼성1문화센터 공영주차장,노외 주차장,37.5147838,127.0543618,강남구,24.0,1,0,3,15468,1.0,0.5446754157996289,0.9089350831599259
삼성유료주차장,노외 주차장,37.5223206,127.0277019,강남구,12.0,1,0,4,15468,0.5728813559322034,0.5476196072363836,0.5678290061930394
삼양마을공원지하공영주차장,노외 주차장,37.628995,127.0257543,강북구,24.0,1,0,14,1856,1.0,0.04121868011456651,0.8082437360229133
삼전동(건축물식),노외 주차장,37.5014521,127.0901512,송파구,24.0,1,0,4,7851,1.0,0.24777278651757007,0.849554557303514
삼청공원앞,노상 주차장,37.58964,126.98112,종로구,10.857142857142858,0,0,0,1896,0.13220338983050847,0.0015746189876266936,0.10607763566193211
삼환아파트,노상 주차장,37.468399,126.8979571,금천구,14.714285714285714,0,0,41,2257,0.2694915254237288,0.1364974042579024,0.24289270119056353
삼환아파트 앞 노상주차장,노상 주차장,37.514477,126.8898892,영등포구,8.857142857142858,0,0,9,4323,0.061016949152542375,0.12361234899266924,0.07353602912056775
상계2동 공영주차장,노외 주차장,37.66727,127.07242,노원구,24.0,1,0,1,3918,1.0,0.08411580024891092,0.8168231600497823
상봉2동공영주차장,노외 주차장,37.60002,127.09283,중랑구,24.0,1,0,10,3158,1.0,0.08069576241479647,0.8161391524829593
상암1 공영주차장,노외 주차장,37.5715724,126.8728063,마포구,24.0,1,0,0,4083,1.0,0.08766691213611631,0.8175333824272233
상인회주차장,노외 주차장,37.4507049,126.9085555,금천구,9.0,1,2,2,2257,0.4661016949152542,0.044720942159493564,0.3818255443641021
새마을시장,노상 주차장,37.5122807,127.0855986,송파구,12.0,0,0,41,7851,0.17288135593220336,0.35670786967749585,0.20964665868126187
색동공원 공영주차장,노외 주차장,37.6352212,127.0090642,강북구,24.0,1,0,0,1856,1.0,0.0,0.8
색동공원공영주차장,노외 주차장,37.6352212,127.0090642,강북구,24.0,1,0,0,1856,1.0,0.0,0.8
서강대역 환승 공영주차장,노외 주차장,37.5462035,126.9359375,마포구,24.0,1,0,34,4083,1.0,0.18776942098577784,0.8375538841971556
서계동공영주차장,노외 주차장,37.55234,126.96595,용산구,24.0,1,0,0,2674,1.0,0.03220095829696593,0.8064401916593932
