pklt_nm,pklt_knd_nm,lat,lot,자치구,운영시간,노외여부,ev_충전기_설치수,ev_200m,ev_등록대수,자체소비_점수,EV충전_점수_norm,축3_자가소비적합성
용산주차빌딩 공영주차장,노외 주차장,37.53436379,126.96541818,용산구,24.0,1,14,29,2674,1.0,0.27891153750803876,0.8557823075016078
우리공영주차장,노외 주차장,37.53608,126.87585,양천구,10.0,1,0,3,3941,0.5016949152542373,0.09090958904030579,0.419537850011451
우리은행,노상 주차장,37.4753253,126.8863954,금천구,10.142857142857142,0,0,40,2257,0.10677966101694909,0.13355321282114765,0.11213437137778881
우이동 공영주차장,노외 주차장,37.6575291,127.0089505,강북구,24.0,1,0,1,1856,1.0,0.0029441914367547505,0.800588838287351
웃우물 공영주차장,노외 주차장,37.52379759,126.85141746,양천구,24.0,1,0,0,3941,1.0,0.08207701473004153,0.8164154029460083
웅진코웨이~sk트윈타워,노상 주차장,37.4753253,126.8863954,금천구,14.714285714285714,0,0,40,2257,0.2694915254237288,0.13355321282114765,0.24230386290321257
원묵 고등학교 공용 지하주차장,노외 주차장,37.61083,127.08109,중랑구,24.0,1,0,7,3158,1.0,0.07186318810453221,0.8143726376209065
원서공원 앞,노상 주차장,37.581572,126.9922844,종로구,10.0,0,0,0,1896,0.10169491525423725,0.0015746189876266936,0.08167085600091514
원신공영주차장,노외 주차장,37.4868971,126.928177,관악구,24.0,1,0,0,3005,1.0,0.04523093041957684,0.8090461860839154
원효대교 남단 공영주차장,노상 주차장,37.52234322,126.93684128,영등포구,24.0,0,0,4,4323,0.6,0.10889139180889547,0.5017782783617791
유경백화점뒤,노상 주차장,37.64802,127.07678,노원구,9.714285714285714,0,0,71,3918,0.09152542372881355,0.2902092008217435,0.13126217914739954
유료주차장,노외 주차장,37.54048,127.05601,성동구,24.0,1,3,61,4331,1.0,0.3115957334039812,0.8623191466807962
유수지복개(양평)주차장,노외 주차장,37.5282501,126.8914746,영등포구,24.0,1,3,36,4323,1.0,0.2376760236875872,0.8475352047375175
유진상가앞,노상 주차장,37.5871,126.94676,서대문구,7.857142857142857,0,0,0,2799,0.025423728813559286,0.037121642633299354,0.027763311577507298
은마아파트,노상 주차장,37.49882,127.06566,강남구,14.0,0,0,15,15468,0.24406779661016947,0.5800057130406859,0.3112553798962728
은평평화공원,노외 주차장,37.6040879,126.9317233,은평구,24.0,1,0,6,3656,1.0,0.08852300306372982,0.817704600612746
은평한문화공영주차장,노외 주차장,37.6421169,126.9354305,은평구,24.0,1,0,0,3656,1.0,0.07085785444320132,0.8141715708886403
은행나무공영주차장,노외 주차장,37.58178,127.09034,중랑구,24.0,1,0,0,3158,1.0,0.05125384804724895,0.8102507696094499
을지로 공영주차장,노상 주차장,37.56664646,126.99696895,중구,8.857142857142858,0,1,2,2000,0.061016949152542375,0.023080513196478827,0.05342966196132967
응봉역공영주차장,노외 주차장,37.55236,127.03356,성동구,24.0,1,0,18,4331,1.0,0.15042499572098733,0.8300849991441975
응암3동 공동주차장,노외 주차장,37.59418,126.92555,은평구,24.0,1,0,125,3656,1.0,0.43888178403754513,0.8877763568075091
이수 공영주차장,노외 주차장,37.4798789,126.9939103,서초구,24.0,1,6,16,8665,1.0,0.38428759196190965,0.876857518392382
이수공영주차장,노외 주차장,37.4798789,126.9939103,서초구,24.0,1,6,16,8665,1.0,0.38428759196190965,0.876857518392382
이태원2동 공영주차장,노외 주차장,37.53842,126.992,용산구,24.0,1,0,0,2674,1.0,0.03220095829696593,0.8064401916593932
이화공영,노외 주차장,37.57663,127.00515,종로구,24.0,1,4,9,1896,1.0,0.07416634978847232,0.8148332699576946
인수동공영주차장,노외 주차장,37.6352212,127.0090642,강북구,24.0,1,0,0,1856,1.0,0.0,0.8
일원1동(기계식),노외 주차장,37.48754,127.08705,강남구,19.0,1,0,57,15468,0.8220338983050848,0.7036617533843854,0.7983594693209449
일원동맛의거리,노상 주차장,37.48754,127.08705,강남구,14.0,0,0,57,15468,0.24406779661016947,0.7036617533843854,0.3359865879650127
일원역 공영주차장,노외 주차장,37.48468629,127.08408987,강남구,8.857142857142858,1,2,33,15468,0.4610169491525424,0.6560481628372978,0.5000231918894935
일원터널 공영주차장,노외 주차장,37.48285728,127.07937197,강남구,24.0,1,0,2,15468,1.0,0.541731224362874,0.9083462448725749
자양4동 공영주차장,노외 주차장,37.5329735,127.0727409,광진구,24.0,1,0,24,2445,1.0,0.0938468590749171,0.8187693718149834
자양유수지 공영주차장,노외 주차장,37.5329735,127.0727409,광진구,24.0,1,0,24,2445,1.0,0.0938468590749171,0.8187693718149834
자양전통시장 공영주차장,노외 주차장,37.5329735,127.0727409,광진구,11.0,1,0,24,2445,0.5372881355932204,0.0938468590749171,0.44859988028955977
잠실역 공영주차장,노외 주차장,37.51427683,127.10341414,송파구,24.0,1,0,182,7851,1.0,0.7718388622599156,0.9543677724519832
잠원동방음언덕형공영주차장,노외 주차장,37.5182544,127.0124028,서초구,24.0,1,3,65,8665,1.0,0.4939824664603528,0.8987964932920707
장안1동 공영주차장,노외 주차장,37.56941,127.066994,동대문구,24.0,1,2,11,3021,1.0,0.10129388775395623,0.8202587775507912
장안1동(군자유치원) 노외주차장,노외 주차장,37.57105,127.06806,동대문구,8.857142857142858,1,0,9,3021,0.4610169491525424,0.07235850094542028,0.38328525951111797
장안2동 공영주차장,노외 주차장,37.5782752,127.07061896,동대문구,24.0,1,0,10,3021,1.0,0.07530269238217503,0.815060538476435
장안공원지하주차장,노외 주차장,37.57105,127.06806,동대문구,17.0,1,0,9,3021,0.7508474576271187,0.07235850094542028,0.615149666290779
장영당길 공영주차장(구3동),노외 주차장,37.57002,127.05467,동대문구,10.0,1,0,0,3021,0.5016949152542373,0.04586077801462752,0.41052808780631533
장위1동동방고개공영주차장,노외 주차장,37.6162,127.05086,성북구,24.0,1,0,0,3533,1.0,0.06601590105624923,0.8132031802112499
장위전통시장 공영주차장,노외 주차장,37.6162,127.05086,성북구,24.0,1,0,0,3533,1.0,0.06601590105624923,0.8132031802112499
장지동공영(체비지),노외 주차장,37.48434,127.12246,송파구,15.0,1,5,83,7851,0.6796610169491526,0.5379814198587615,0.6513250975310745
장충 공영주차장,노외 주차장,37.5541467,127.0002445,중구,24.0,1,0,12,2000,1.0,0.04099892559651312,0.8081997851193027
전통시장주차장(영등포동제1),노외 주차장,37.52125,126.91222,영등포구,24.0,1,0,15,4323,1.0,0.14127749761319774,0.8282554995226395
정릉시장,노외 주차장,37.61654,126.99794,성북구,24.0,1,0,6,3533,1.0,0.08368104967677772,0.8167362099353556
정릉시장공영주차장,노외 주차장,37.61654,126.99794,성북구,24.0,1,0,6,3533,1.0,0.08368104967677772,0.8167362099353556
정릉천복개 공영주차장,노외 주차장,37.58465,127.03678,동대문구,8.857142857142858,1,0,1,3021,0.4610169491525424,0.048804969451382275,0.37857455321231037
제방도로 공영주차장,노상 주차장,37.4945849,126.8845477,구로구,8.857142857142858,0,0,0,3621,0.061016949152542375,0.06948006282902795,0.0627095718878395
조원동 제1공영주차장,노외 주차장,37.4868971,126.928177,관악구,24.0,1,0,0,3005,1.0,0.04523093041957684,0.8090461860839154
조원동제2공영,노상 주차장,37.4868971,126.928177,관악구,9.142857142857142,0,0,0,3005,0.07118644067796608,0.04523093041957684,0.06599533862628823
종각,노상 주차장,37.5687846,126.9857059,종로구,11.142857142857142,0,0,31,1896,0.14237288135593218,0.09284455352702396,0.13246721579015053
종묘주차장 공영주차장,노외 주차장,37.57150398,126.99496888,종로구,24.0,1,0,20,1896,1.0,0.06045844772272171,0.8120916895445444
주공12단지상가뒤,노상 주차장,37.66727,127.07242,노원구,9.714285714285714,0,0,1,3918,0.09152542372881355,0.08411580024891092,0.09004349903283303
주공5단지옆,노상 주차장,37.64802,127.07678,노원구,9.714285714285714,0,0,71,3918,0.09152542372881355,0.2902092008217435,0.13126217914739954
주공6단지상가주변,노상 주차장,37.66727,127.07242,노원구,9.714285714285714,0,0,1,3918,0.09152542372881355,0.08411580024891092,0.09004349903283303
주공7단지옆,노상 주차장,37.66727,127.07242,노원구,9.714285714285714,0,0,1,3918,0.09152542372881355,0.08411580024891092,0.09004349903283303
주양쇼핑앞 노상주차장,노상 주차장,37.54841,127.15158,강동구,13.285714285714286,0,0,6,5653,0.21864406779661022,0.16713585602099262,0.2083424254414867
주양쇼핑옆 노상주차장,노상 주차장,37.54841,127.15158,강동구,13.285714285714286,0,0,6,5653,0.21864406779661022,0.16713585602099262,0.2083424254414867
중계4동 임시공영주차장,노외 주차장,37.64802,127.07678,노원구,8.714285714285714,1,0,71,3918,0.4559322033898305,0.2902092008217435,0.42278760287621314
중계근린공원공영주차장,노외 주차장,37.64802,127.07678,노원구,11.285714285714286,1,0,71,3918,0.5474576271186441,0.2902092008217435,0.496007941859264
중곡3동공영주차장,노외 주차장,37.56286,127.08921,광진구,24.0,1,0,0,2445,1.0,0.023186264592803103,0.8046372529185607
중곡시장주차장,노외 주차장,37.56286,127.08921,광진구,10.0,1,0,0,2445,0.5016949152542373,0.023186264592803103,0.40599318512195043
중곡초교,노외 주차장,37.58178,127.09034,중랑구,24.0,1,0,0,3158,1.0,0.05125384804724895,0.8102507696094499
중구구민회관 부설,노외 주차장,37.56719,127.00646,중구,24.0,1,0,21,2000,1.0,0.06749664852730587,0.8134993297054612
중구종합복지센터 공영주차장,노외 주차장,37.5651969,127.01322,중구,10.857142857142858,1,0,11,2000,0.5322033898305085,0.03805473415975837,0.4333736586963585
중림종합복지센터 부설주차장),노외 주차장,37.5567609,126.9663037,중구,24.0,1,0,31,2000,1.0,0.09693856289485338,0.8193877125789707
중마루공원앞,노상 주차장,37.52125,126.91222,영등포구,8.857142857142858,0,0,15,4323,0.061016949152542375,0.14127749761319774,0.07706905884467345
중마루공원앞 노상주차장,노상 주차장,37.52125,126.91222,영등포구,8.857142857142858,0,0,15,4323,0.061016949152542375,0.14127749761319774,0.07706905884467345
중산공영주차장,노외 주차장,37.57002,127.05467,동대문구,10.0,1,0,0,3021,0.5016949152542373,0.04586077801462752,0.41052808780631533
중앙로공영주차빌딩,노외 주차장,37.4798789,126.9939103,서초구,24.0,1,6,16,8665,1.0,0.38428759196190965,0.876857518392382
중화1동공영주차장,노외 주차장,37.59755,127.07783,중랑구,24.0,1,0,5,3158,1.0,0.06597480523102271,0.8131949610462046
진주아파트 옆 노상주차장,노상 주차장,37.5267088,126.9238,영등포구,8.857142857142858,0,0,43,4323,0.061016949152542375,0.22371485784233072,0.09355653089050006
진흥로 공영주차장,노상 주차장,37.60134935,126.92020205,은평구,13.285714285714286,0,0,15,3656,0.21864406779661022,0.11502072599452257,0.1979193994361927
창1동 1공영주차장,노외 주차장,37.64643,127.04326,도봉구,9.0,1,0,2,2535,0.4661016949152542,0.03261754018847266,0.3794048639698979
창2동 4공영주차장,노외 주차장,37.64643,127.04326,도봉구,9.0,1,0,2,2535,0.4661016949152542,0.03261754018847266,0.3794048639698979
창2동4공영주차장,노외 주차장,37.64643,127.04326,도봉구,9.0,1,0,2,2535,0.4661016949152542,0.03261754018847266,0.3794048639698979
창3동 1공영주차장,노외 주차장,37.64643,127.04326,도봉구,9.0,1,0,2,2535,0.4661016949152542,0.03261754018847266,0.3794048639698979
창동역 구청별관주차장,노상 주차장,37.64643,127.04326,도봉구,10.0,0,0,2,2535,0.10169491525423725,0.03261754018847266,0.08787944024108435
창동역(서) 공영주차장,노외 주차장,37.65237042,127.04567683,도봉구,24.0,1,3,27,2535,1.0,0.1407928320098811,0.8281585664019763
창신1동공영주차장(창일공영),노외 주차장,37.57595,127.01313,종로구,9.0,1,0,2,1896,0.4661016949152542,0.007463001861136196,0.37437395630443066
창천중교 공영주차장,노외 주차장,37.553881,126.937312,마포구,24.0,1,3,15,4083,1.0,0.16640028958997724,0.8332800579179955
천마 공영주차장,노외 주차장,37.49803,127.15167,송파구,24.0,1,0,3,7851,1.0,0.2448285950808153,0.8489657190161631
천마(건축물식),노외 주차장,37.49803,127.15167,송파구,24.0,1,0,3,7851,1.0,0.2448285950808153,0.8489657190161631
천왕역 공영주차장,노외 주차장,37.48728845,126.83918316,구로구,24.0,1,11,61,3621,1.0,0.3758342621137131,0.8751668524227427
천호1동 주차장,노외 주차장,37.54294,127.12733,강동구,24.0,1,0,30,5653,1.0,0.23779645050310663,0.8475592901006214
천호2동노외주차장,노외 주차장,37.54294,127.12733,강동구,11.0,1,0,30,5653,0.5372881355932204,0.23779645050310663,0.4773897985751977
천호2동제2,노상 주차장,37.54294,127.12733,강동구,11.0,0,0,30,5653,0.13728813559322034,0.23779645050310663,0.1573897985751976
천호3동 제2공영주차장,노외 주차장,37.54294,127.12733,강동구,24.0,1,0,30,5653,1.0,0.23779645050310663,0.8475592901006214
천호3동 주차장,노외 주차장,37.54294,127.12733,강동구,24.0,1,0,30,5653,1.0,0.23779645050310663,0.8475592901006214
천호3동제2 주차장,노외 주차장,37.54294,127.12733,강동구,24.0,1,0,30,5653,1.0,0.23779645050310663,0.8475592901006214
천호역 공영주차장,노외 주차장,37.53849749,127.12512853,강동구,24.0,1,21,72,5653,1.0,0.6034460321645837,0.9206892064329169
천호유수지 주차장,노외 주차장,37.54294,127.12733,강동구,24.0,1,0,30,5653,1.0,0.23779645050310663,0.8475592901006214
청계5가 공영주차장,노상 주차장,37.569558765,127.008434745,중구,8.857142857142858,0,0,39,2000,0.061016949152542375,0.1204920943888914,0.07291197819981218
청계7가 공영주차장,노상 주차장,37.57167001,127.01971298,종로구,8.857142857142858,0,0,94,1896,0.061016949152542375,0.27832861404257325,0.10447928213054855
청계산 청룡주차장,노외 주차장,37.44505,127.05985,서초구,21.142857142857142,1,0,0,8665,0.8983050847457628,0.2680395171687543,0.7722519712303612
청계주차장,노외 주차장,37.57616,127.03476,동대문구,24.0,1,0,15,3021,1.0,0.09002364956594879,0.8180047299131898
청구 공영주차장,노외 주차장,37.5651969,127.01322,중구,24.0,1,0,11,2000,1.0,0.03805473415975837,0.8076109468319517
청구건영아파트옆,노상 주차장,37.64802,127.07678,노원구,9.714285714285714,0,0,71,3918,0.09152542372881355,0.2902092008217435,0.13126217914739954
청기와 유료 주차장,노상 주차장,37.5550711,126.9238244,마포구,14.0,0,0,16,4083,0.24406779661016947,0.13477397512419234,0.22220903231297406
청기와노상공영주차장,노상 주차장,37.5550711,126.9238244,마포구,14.0,0,0,16,4083,0.24406779661016947,0.13477397512419234,0.22220903231297406
청량리동 노외주차장,노외 주차장,37.5882073,127.0462518,동대문구,10.0,1,0,23,3021,0.5016949152542373,0.11357718105998679,0.4240713684153872
청파동1마을공원공영주차장,노외 주차장,37.5430014,126.9666002,용산구,24.0,1,0,2,2674,1.0,0.03808934117047543,0.8076178682340951
청파동청사,노외 주차장,37.54655,126.96675,용산구,24.0,1,0,19,2674,1.0,0.0881405955953062,0.8176281191190613
초동 공영주차장,노외 주차장,37.56431,126.99195,중구,14.428571428571429,1,2,7,2000,0.6593220338983051,0.0493249723477658,0.5373226215881972
초안산근린공원주차장,노외 주차장,37.64643,127.04326,도봉구,10.0,1,0,2,2535,0.5016949152542373,0.03261754018847266,0.40787944024108436
초안산꽃동산공영주차장,노외 주차장,37.64643,127.04326,도봉구,10.0,1,0,2,2535,0.5016949152542373,0.03261754018847266,0.40787944024108436
충현동 제1공영주차장,노외 주차장,37.56423,126.96346,서대문구,12.0,1,0,16,2799,0.5728813559322034,0.08422870562137537,0.47515082587003776
큰마을길,노상 주차장,37.628995,127.0257543,강북구,8.857142857142858,0,0,14,1856,0.061016949152542375,0.04121868011456651,0.05705729534494721
탄천,노외 주차장,37.5122807,127.0855986,송파구,24.0,1,0,41,7851,1.0,0.35670786967749585,0.8713415739354993
탄천제2호 공영주차장,노외 주차장,37.48754,127.08705,강남구,24.0,1,0,57,15468,1.0,0.7036617533843854,0.9407323506768771
태양빌딩앞 노상주차장,노상 주차장,37.5267088,126.9238,영등포구,8.857142857142858,0,0,43,4323,0.061016949152542375,0.22371485784233072,0.09355653089050006
태화관,노상 주차장,37.5716543,126.9864242,종로구,10.857142857142858,0,0,20,1896,0.13220338983050847,0.06045844772272171,0.11785440140895112
테헤란로26길,노상 주차장,37.49988,127.03856,강남구,14.0,0,0,44,15468,0.24406779661016947,0.6653872647065736,0.3283316902294503
테헤란로64길,노상 주차장,37.49882,127.06566,강남구,14.0,0,0,15,15468,0.24406779661016947,0.5800057130406859,0.3112553798962728
테헤란로69길 노상공영 주차장,노상 주차장,37.5147838,127.0543618,강남구,14.0,0,0,3,15468,0.24406779661016947,0.5446754157996289,0.30418932044806135
파리공원,노상 주차장,37.53608,126.87585,양천구,8.857142857142858,0,0,3,3941,0.061016949152542375,0.09090958904030579,0.06699547713009507
파미에(반포천) 주차장,노외 주차장,37.504517,127.007933,서초구,24.0,1,0,27,8665,1.0,0.34753268596113257,0.8695065371922266
포이초교 공영주차장,노외 주차장,37.48421,127.07006,강남구,24.0,1,0,3,15468,1.0,0.5446754157996289,0.9089350831599259
풍납1,노외 주차장,37.53387,127.11094,송파구,24.0,1,2,2,7851,1.0,0.26493140757908695,0.8529862815158175
풍납2,노외 주차장,37.53387,127.11094,송파구,24.0,1,2,2,7851,1.0,0.26493140757908695,0.8529862815158175
풍납유수지,노외 주차장,37.49672,127.11744,송파구,24.0,1,10,65,7851,1.0,0.5426034838347421,0.9085206967669485
필동 공영주차장,노외 주차장,37.5581985,126.9966383,중구,24.0,1,0,1,2000,1.0,0.008612819792210864,0.8017225639584422
하늘 공영주차장,노외 주차장,37.5162407,126.8521196,양천구,10.0,1,0,26,3941,0.5016949152542373,0.15862599208566505,0.43308113062052284
하늘공원주차장,노외 주차장,37.4838745,126.8889756,구로구,24.0,1,0,1,3621,1.0,0.07242425426578271,0.8144848508531566
하왕십리(건물) 공영주차장,노외 주차장,37.55783,127.03571,성동구,24.0,1,3,8,4331,1.0,0.15555358725597948,0.8311107174511959
학여울 공영주차장,노외 주차장,37.49705092,127.07239543,강남구,24.0,1,2,18,15468,1.0,0.6118852912859765,0.9223770582571953
한강진역 공영주차장,노외 주차장,37.53952176,127.00257963,용산구,24.0,1,5,8,2674,1.0,0.11337199962857003,0.822674399925714
한국거래소앞 노상주차장,노상 주차장,37.5267088,126.9238,영등포구,8.857142857142858,0,0,43,4323,0.061016949152542375,0.22371485784233072,0.09355653089050006
한국통신,노상 주차장,37.53608,126.87585,양천구,8.857142857142858,0,0,3,3941,0.061016949152542375,0.09090958904030579,0.06699547713009507
한남동 공영주차장,노외 주차장,37.53822,127.0074,용산구,24.0,1,0,6,2674,1.0,0.049866106917494435,0.8099732213834989
한남유수지공영주차장,노외 주차장,37.53822,127.0074,용산구,24.0,1,0,6,2674,1.0,0.049866106917494435,0.8099732213834989
한누리,노외 주차장,37.4856963,126.9723525,동작구,24.0,1,2,34,2867,1.0,0.16294800769695272,0.8325896015393905
한두공영주차장,노외 주차장,37.53608,126.87585,양천구,24.0,1,0,3,3941,1.0,0.09090958904030579,0.8181819178080612
한마음 공영주차장,노외 주차장,37.53608,126.87585,양천구,24.0,1,0,3,3941,1.0,0.09090958904030579,0.8181819178080612
한마음주차장,노외 주차장,37.53608,126.87585,양천구,24.0,1,0,3,3941,1.0,0.09090958904030579,0.8181819178080612
한문화공영주차장,노외 주차장,37.6421169,126.9354305,은평구,24.0,1,0,0,3656,1.0,0.07085785444320132,0.8141715708886403
한서 공영주차장,노외 주차장,37.54914,126.94915,마포구,18.285714285714285,1,0,9,4083,0.7966101694915255,0.11416463506690908,0.6601210626066023
한신동성아파트옆,노상 주차장,37.63793,127.07251,노원구,9.714285714285714,0,3,26,3918,0.09152542372881355,0.19229109207031936,0.11167855739711471
한울주차장,노외 주차장,37.52782,126.83692,양천구,24.0,1,0,22,3941,1.0,0.14684922633864606,0.8293698452677293
한전 뒷길 노상주차장,노상 주차장,37.5162407,126.8521196,양천구,8.285714285714286,0,0,26,3941,0.04067796610169494,0.15862599208566505,0.06426757129848897
한진해운 앞 노상주차장,노상 주차장,37.5267088,126.9238,영등포구,8.857142857142858,0,0,43,4323,0.061016949152542375,0.22371485784233072,0.09355653089050006
해군본부앞 공영주차장,노상 주차장,37.50434092,126.92099226,영등포구,8.857142857142858,0,3,18,4323,0.061016949152542375,0.18468057782600164,0.08574967488723423
해맞이공영주차장,노외 주차장,37.52782,126.83692,양천구,24.0,1,0,22,3941,1.0,0.14684922633864606,0.8293698452677293
행운동제1공영주차장,노외 주차장,37.484665,126.9484961,관악구,24.0,1,3,4,3005,1.0,0.0915782020691355,0.8183156404138271
행운동제1공영주차장(舊 봉천6동 까치공영주차장),노외 주차장,37.484665,126.9484961,관악구,24.0,1,3,4,3005,1.0,0.0915782020691355,0.8183156404138271
헌릉로745길,노상 주차장,37.4714,127.1113,강남구,14.0,0,0,5,15468,0.24406779661016947,0.5505637986731384,0.30536699702276326
현대41타워옆 노상공영주차장,노상 주차장,37.53608,126.87585,양천구,10.0,0,0,3,3941,0.10169491525423725,0.09090958904030579,0.09953785001145096
호성빌딩 앞 노상주차장,노상 주차장,37.5267088,126.9238,영등포구,8.857142857142858,0,0,43,4323,0.061016949152542375,0.22371485784233072,0.09355653089050006
홍우빌딩 앞 노상주차장,노상 주차장,37.5267088,126.9238,영등포구,8.857142857142858,0,0,43,4323,0.061016949152542375,0.22371485784233072,0.09355653089050006
홍은 1동 제4 공영 주차장,노외 주차장,37.59296,126.93733,서대문구,9.0,1,0,0,2799,0.4661016949152542,0.037121642633299354,0.38030568445886326
홍은1동 제1공영주차장,노외 주차장,37.59296,126.93733,서대문구,12.0,1,0,0,2799,0.5728813559322034,0.037121642633299354,0.46572941327242257
홍은1동 제4공영주차장,노외 주차장,37.59296,126.93733,서대문구,9.0,1,0,0,2799,0.4661016949152542,0.037121642633299354,0.38030568445886326
홍은2동 제1공영주차장,노외 주차장,37.59296,126.93733,서대문구,12.0,1,0,0,2799,0.5728813559322034,0.037121642633299354,0.46572941327242257
홍은2동 제3공영주차장,노외 주차장,37.59296,126.93733,서대문구,12.0,1,0,0,2799,0.5728813559322034,0.037121642633299354,0.46572941327242257
홍익동(건물) 공영주차장,노외 주차장,37.5660138,127.0327281,성동구,24.0,1,0,37,4331,1.0,0.2063646330193276,0.8412729266038655
홍제견인보관소,노외 주차장,37.5871,126.94676,서대문구,12.0,1,0,0,2799,0.5728813559322034,0.037121642633299354,0.46572941327242257
화곡 8-1 공영주차장,노외 주차장,37.54208,126.84656,강서구,24.0,1,0,5,8009,1.0,0.2569367229554502,0.8513873445910901
화곡1-2 공영주차장,노외 주차장,37.54208,126.84656,강서구,24.0,1,0,5,8009,1.0,0.2569367229554502,0.8513873445910901
화곡1동 달구지길,노상 주차장,37.54208,126.84656,강서구,8.857142857142858,0,0,5,8009,0.061016949152542375,0.2569367229554502,0.10020090391312395
화곡2-1 공영주차장,노외 주차장,37.54208,126.84656,강서구,18.642857142857142,1,0,5,8009,0.8093220338983051,0.2569367229554502,0.6988449717097343
화곡2동 배다리동길,노상 주차장,37.54208,126.84656,강서구,8.857142857142858,0,0,5,8009,0.061016949152542375,0.2569367229554502,0.10020090391312395
화곡4-1 공영주차장,노외 주차장,37.54208,126.84656,강서구,24.0,1,0,5,8009,1.0,0.2569367229554502,0.8513873445910901
화곡4동 배다리동길,노상 주차장,37.54208,126.84656,강서구,8.857142857142858,0,0,5,8009,0.061016949152542375,0.2569367229554502,0.10020090391312395
화곡5-1 공영주차장,노외 주차장,37.54208,126.84656,강서구,24.0,1,0,5,8009,1.0,0.2569367229554502,0.8513873445910901
화곡5-2 공영주차장,노외 주차장,37.54208,126.84656,강서구,24.0,1,0,5,8009,1.0,0.2569367229554502,0.8513873445910901
화곡5-3 공영주차장,노외 주차장,37.54208,126.84656,강서구,24.0,1,0,5,8009,1.0,0.2569367229554502,0.8513873445910901
화곡6-1 공영주차장,노외 주차장,37.54208,126.84656,강서구,24.0,1,0,5,8009,1.0,0.2569367229554502,0.8513873445910901
화곡6동 방죽길,노상 주차장,37.54208,126.84656,강서구,8.857142857142858,0,0,5,8009,0.061016949152542375,0.2569367229554502,0.10020090391312395
화곡6동 신학대길,노상 주차장,37.54208,126.84656,강서구,8.857142857142858,0,0,5,8009,0.061016949152542375,0.2569367229554502,0.10020090391312395
화곡7-1 공영주차장,노외 주차장,37.54208,126.84656,강서구,13.285714285714286,1,0,5,8009,0.6186440677966103,0.2569367229554502,0.5463025988283783
화곡8-1 공영주차장,노외 주차장,37.54208,126.84656,강서구,24.0,1,0,5,8009,1.0,0.2569367229554502,0.8513873445910901
화곡8-2 공영주차장,노외 주차장,37.54208,126.84656,강서구,18.642857142857142,1,0,5,8009,0.8093220338983051,0.2569367229554502,0.6988449717097343
화곡8동 배다리동길,노상 주차장,37.54208,126.84656,강서구,8.857142857142858,0,0,5,8009,0.061016949152542375,0.2569367229554502,0.10020090391312395
화곡본-1 공영주차장,노외 주차장,37.54208,126.84656,강서구,18.642857142857142,1,0,5,8009,0.8093220338983051,0.2569367229554502,0.6988449717097343
화곡본-2 공영주차장,노외 주차장,37.54208,126.84656,강서구,18.642857142857142,1,0,5,8009,0.8093220338983051,0.2569367229554502,0.6988449717097343
화양동 공영,노외 주차장,37.54408,127.06895,광진구,24.0,1,0,0,2445,1.0,0.023186264592803103,0.8046372529185607
화양동공영주차장,노외 주차장,37.54408,127.06895,광진구,24.0,1,0,0,2445,1.0,0.023186264592803103,0.8046372529185607
회기동 공영주차장,노외 주차장,37.59433,127.05178,동대문구,24.0,1,0,16,3021,1.0,0.09296784100270353,0.8185935682005407
효봉공영주차장,노외 주차장,37.4507049,126.9085555,금천구,24.0,1,2,2,2257,1.0,0.044720942159493564,0.8089441884318987
효자 공영주차장,노외 주차장,37.58247,126.97168,종로구,24.0,1,0,0,1896,1.0,0.0015746189876266936,0.8003149237975253
후암동주차장,노외 주차장,37.55011,126.98028,용산구,24.0,1,0,2,2674,1.0,0.03808934117047543,0.8076178682340951
훈련원공원 공영주차장,노외 주차장,37.56740014,127.00352062,중구,24.0,1,17,27,2000,1.0,0.2810613305955591,0.8562122661191118
휘경마을 공영주차장,노외 주차장,37.58773,127.06526,동대문구,24.0,1,0,6,3021,1.0,0.06352592663515604,0.8127051853270313
휘경유수지,노외 주차장,37.58773,127.06526,동대문구,24.0,1,0,6,3021,1.0,0.06352592663515604,0.8127051853270313
휘경유수지 공영주차장,노외 주차장,37.58773,127.06526,동대문구,24.0,1,0,6,3021,1.0,0.06352592663515604,0.8127051853270313
흑석빗물펌프장공영주차장,노외 주차장,37.5064393,126.963687,동작구,24.0,1,0,23,2867,1.0,0.10751489795762402,0.8215029795915249
