pklt_nm,pklt_knd_nm,tpkct,add_crg_std,add_crg_std_filled,is_add_crg_imputed,lat,lot,addr
용산전자상가4,노외 주차장,114.0,500.0,500.0,False,37.53427,126.9578,용산구 원효로3가 51-5
용산주차빌딩,노외 주차장,561.0,600.0,600.0,False,37.53142,126.9685,용산구 한강로2가 12-9
용산주차빌딩 공영주차장,노외 주차장,561.0,600.0,600.0,False,37.53436379,126.96541818,용산구 한강로2가 12-9
우리공영주차장,노외 주차장,39.0,,400.0,True,37.53608,126.87585,양천구 목동 907-8
우리은행,노상 주차장,1.0,,400.0,True,37.4753253,126.8863954,금천구 가산동 140-41
우이동 공영주차장,노외 주차장,82.0,,400.0,True,37.6575291,127.0089505,강북구 우이동 105-2
웃우물 공영주차장,노외 주차장,79.0,440.0,440.0,False,37.52379759,126.85141746,양천구 신정동 943-25
웅진코웨이~sk트윈타워,노상 주차장,12.0,500.0,500.0,False,37.4753253,126.8863954,금천구 가산동 345-2
원묵 고등학교 공용 지하주차장,노외 주차장,107.0,100.0,100.0,False,37.61083,127.08109,중랑구 묵동 23-0
원서공원 앞,노상 주차장,1.0,1000.0,1000.0,False,37.581572,126.9922844,종로구 와룡동 206-0
원신공영주차장,노외 주차장,174.0,100.0,100.0,False,37.4868971,126.928177,관악구 신림동 366-0
원효대교 남단 공영주차장,노상 주차장,13.0,320.0,320.0,False,37.52234322,126.93684128,영등포구 여의도동 5-0
유경백화점뒤,노상 주차장,6.0,,400.0,True,37.64802,127.07678,노원구 중계동 364-16
유료주차장,노외 주차장,19.0,,400.0,True,37.54048,127.05601,성동구 성수동2가 273-15
유수지복개(양평)주차장,노외 주차장,371.0,500.0,500.0,False,37.5282501,126.8914746,영등포구 양평동3가 57-3
유진상가앞,노상 주차장,4.0,,400.0,True,37.5871,126.94676,서대문구 홍제동 294-1
은마아파트,노상 주차장,1.0,1200.0,1200.0,False,37.49882,127.06566,강남구 대치동 316-0
은평평화공원,노외 주차장,143.0,300.0,300.0,False,37.6040879,126.9317233,은평구 녹번동 153-1
은평한문화공영주차장,노외 주차장,150.0,,400.0,True,37.6421169,126.9354305,은평구 진관동 125-12
은행나무공영주차장,노외 주차장,97.0,200.0,200.0,False,37.58178,127.09034,중랑구 면목동 107-5
을지로 공영주차장,노상 주차장,82.0,1500.0,1500.0,False,37.56664646,126.99696895,중구 을지로3가 282-8
응봉역공영주차장,노외 주차장,64.0,,400.0,True,37.55236,127.03356,성동구 응봉동 3-11
응암3동 공동주차장,노외 주차장,160.0,200.0,200.0,False,37.59418,126.92555,은평구 응암동 580-4
이수 공영주차장,노외 주차장,162.0,300.0,300.0,False,37.4798789,126.9939103,서초구 방배동 761-3
이수공영주차장,노외 주차장,162.0,300.0,300.0,False,37.4798789,126.9939103,서초구 방배동 761-3
이태원2동 공영주차장,노외 주차장,111.0,500.0,500.0,False,37.53842,126.992,용산구 이태원동 227-9
이화공영,노외 주차장,100.0,800.0,800.0,False,37.57663,127.00515,종로구 이화동 13-2
인수동공영주차장,노외 주차장,89.0,400.0,400.0,False,37.6352212,127.0090642,강북구 수유동 126-0
일원1동(기계식),노외 주차장,68.0,200.0,200.0,False,37.48754,127.08705,강남구 일원동 684-8
일원동맛의거리,노상 주차장,1.0,200.0,200.0,False,37.48754,127.08705,강남구 일원동 709-9
일원역 공영주차장,노외 주차장,67.0,340.0,340.0,False,37.48468629,127.08408987,강남구 일원동 716-2
일원터널 공영주차장,노외 주차장,11.0,260.0,260.0,False,37.48285728,127.07937197,강남구 일원동 722-1
자양4동 공영주차장,노외 주차장,83.0,,400.0,True,37.5329735,127.0727409,광진구 자양동 5-5
자양유수지 공영주차장,노외 주차장,281.0,,400.0,True,37.5329735,127.0727409,광진구 자양동 594-0
자양전통시장 공영주차장,노외 주차장,24.0,500.0,500.0,False,37.5329735,127.0727409,광진구 자양동 631-18
잠실역 공영주차장,노외 주차장,357.0,800.0,800.0,False,37.51427683,127.10341414,송파구 신천동 27-0
잠원동방음언덕형공영주차장,노외 주차장,60.0,300.0,300.0,False,37.5182544,127.0124028,서초구 잠원동 10-33
장안1동 공영주차장,노외 주차장,71.0,260.0,260.0,False,37.56941,127.066994,동대문구 장안동 392-3
장안1동(군자유치원) 노외주차장,노외 주차장,20.0,500.0,500.0,False,37.57105,127.06806,동대문구 장안동 403-13
장안2동 공영주차장,노외 주차장,80.0,260.0,260.0,False,37.5782752,127.07061896,동대문구 장안동 286-9
장안공원지하주차장,노외 주차장,163.0,,400.0,True,37.57105,127.06806,동대문구 장안동 300-0
장영당길 공영주차장(구3동),노외 주차장,193.0,,400.0,True,37.57002,127.05467,동대문구 답십리동 484-7
장위1동동방고개공영주차장,노외 주차장,66.0,300.0,300.0,False,37.6162,127.05086,성북구 장위동 230-110
장위전통시장 공영주차장,노외 주차장,18.0,300.0,300.0,False,37.6162,127.05086,성북구 장위동 68-130
장지동공영(체비지),노외 주차장,101.0,,400.0,True,37.48434,127.12246,송파구 문정동 2-6
장충 공영주차장,노외 주차장,118.0,300.0,300.0,False,37.5541467,127.0002445,중구 장충동2가 193-39
전통시장주차장(영등포동제1),노외 주차장,34.0,300.0,300.0,False,37.52125,126.91222,영등포구 영등포동2가 230-0
정릉시장,노외 주차장,20.0,300.0,300.0,False,37.61654,126.99794,성북구 정릉동 405-4
정릉시장공영주차장,노외 주차장,20.0,300.0,300.0,False,37.61654,126.99794,성북구 정릉동 405-4
정릉천복개 공영주차장,노외 주차장,143.0,,400.0,True,37.58465,127.03678,동대문구 제기동 271-50
제방도로 공영주차장,노상 주차장,4.0,240.0,240.0,False,37.4945849,126.8845477,구로구 구로동 69-5
조원동 제1공영주차장,노외 주차장,108.0,500.0,500.0,False,37.4868971,126.928177,관악구 신림동 571-6
조원동제2공영,노상 주차장,8.0,,400.0,True,37.4868971,126.928177,관악구 신림동 1675-7
종각,노상 주차장,2.0,1000.0,1000.0,False,37.5687846,126.9857059,종로구 관철동 45-9
종묘주차장 공영주차장,노외 주차장,1317.0,800.0,800.0,False,37.57150398,126.99496888,종로구 훈정동 2-0
주공12단지상가뒤,노상 주차장,2.0,,400.0,True,37.66727,127.07242,노원구 상계동 647-1
주공5단지옆,노상 주차장,3.0,,400.0,True,37.64802,127.07678,노원구 중계동 359-16
주공6단지상가주변,노상 주차장,2.0,,400.0,True,37.66727,127.07242,노원구 상계동 723-2
주공7단지옆,노상 주차장,1.0,,400.0,True,37.66727,127.07242,노원구 상계동 693-5
주양쇼핑앞 노상주차장,노상 주차장,1.0,500.0,500.0,False,37.54841,127.15158,강동구 명일동 51-1
주양쇼핑옆 노상주차장,노상 주차장,1.0,500.0,500.0,False,37.54841,127.15158,강동구 명일동 47-21
중계4동 임시공영주차장,노외 주차장,39.0,300.0,300.0,False,37.64802,127.07678,노원구 중계동 606-2
중계근린공원공영주차장,노외 주차장,122.0,500.0,500.0,False,37.64802,127.07678,노원구 중계동 507-0
중곡3동공영주차장,노외 주차장,162.0,300.0,300.0,False,37.56286,127.08921,광진구 중곡동 195-1
중곡시장주차장,노외 주차장,19.0,,400.0,True,37.56286,127.08921,광진구 중곡동 221-6
중곡초교,노외 주차장,140.0,200.0,200.0,False,37.58178,127.09034,중랑구 면목동 380-0
중구구민회관 부설,노외 주차장,71.0,500.0,500.0,False,37.56719,127.00646,중구 을지로6가 18-14
중구종합복지센터 공영주차장,노외 주차장,84.0,500.0,500.0,False,37.5651969,127.01322,중구 신당동 160-2
중림종합복지센터 부설주차장),노외 주차장,95.0,500.0,500.0,False,37.5567609,126.9663037,중구 중림동 155-1
중마루공원앞,노상 주차장,23.0,1000.0,1000.0,False,37.52125,126.91222,영등포구 영등포동2가 53-0
중마루공원앞 노상주차장,노상 주차장,3.0,500.0,500.0,False,37.52125,126.91222,영등포구 영등포동2가 222-0
중산공영주차장,노외 주차장,58.0,,400.0,True,37.57002,127.05467,동대문구 답십리동 23-3
중앙로공영주차빌딩,노외 주차장,50.0,300.0,300.0,False,37.4798789,126.9939103,서초구 방배동 977-17
중화1동공영주차장,노외 주차장,130.0,200.0,200.0,False,37.59755,127.07783,중랑구 중화동 29-2
진주아파트 옆 노상주차장,노상 주차장,1.0,1000.0,1000.0,False,37.5267088,126.9238,영등포구 여의도동 54-4
진흥로 공영주차장,노상 주차장,14.0,400.0,400.0,False,37.60134935,126.92020205,은평구 역촌동 41-8
창1동 1공영주차장,노외 주차장,42.0,200.0,200.0,False,37.64643,127.04326,도봉구 창동 657-37
창2동 4공영주차장,노외 주차장,82.0,200.0,200.0,False,37.64643,127.04326,도봉구 창동 582-22
창2동4공영주차장,노외 주차장,82.0,200.0,200.0,False,37.64643,127.04326,도봉구 창동 582-22
창3동 1공영주차장,노외 주차장,80.0,200.0,200.0,False,37.64643,127.04326,도봉구 창동 504-21
창동역 구청별관주차장,노상 주차장,1.0,,400.0,True,37.64643,127.04326,도봉구 창동 5-1
창동역(서) 공영주차장,노외 주차장,107.0,520.0,520.0,False,37.65237042,127.04567683,도봉구 창동 330-0
창신1동공영주차장(창일공영),노외 주차장,86.0,,400.0,True,37.57595,127.01313,종로구 창신동 82-0
창천중교 공영주차장,노외 주차장,280.0,400.0,400.0,False,37.553881,126.937312,마포구 노고산동 33-1
천마 공영주차장,노외 주차장,141.0,100.0,100.0,False,37.49803,127.15167,송파구 마천동 1-5
천마(건축물식),노외 주차장,141.0,,400.0,True,37.49803,127.15167,송파구 마천동 1-5
천왕역 공영주차장,노외 주차장,325.0,340.0,340.0,False,37.48728845,126.83918316,구로구 오류동 174-10
천호1동 주차장,노외 주차장,188.0,300.0,300.0,False,37.54294,127.12733,강동구 천호동 87-26
천호2동노외주차장,노외 주차장,13.0,500.0,500.0,False,37.54294,127.12733,강동구 천호동 457-7
천호2동제2,노상 주차장,1.0,,400.0,True,37.54294,127.12733,강동구 천호동 431-2
천호3동 제2공영주차장,노외 주차장,185.0,300.0,300.0,False,37.54294,127.12733,강동구 천호동 174-1
천호3동 주차장,노외 주차장,187.0,300.0,300.0,False,37.54294,127.12733,강동구 천호동 167-195
천호3동제2 주차장,노외 주차장,183.0,300.0,300.0,False,37.54294,127.12733,강동구 천호동 174-1
천호역 공영주차장,노외 주차장,1431.0,520.0,520.0,False,37.53849749,127.12512853,강동구 천호동 455-0
천호유수지 주차장,노외 주차장,168.0,300.0,300.0,False,37.54294,127.12733,강동구 천호동 329-0
청계5가 공영주차장,노상 주차장,29.0,1500.0,1500.0,False,37.569558765,127.008434745,중구 을지로6가 17-442 0
청계7가 공영주차장,노상 주차장,42.0,900.0,900.0,False,37.57167001,127.01971298,종로구 창신동 436-87
청계산 청룡주차장,노외 주차장,41.0,200.0,200.0,False,37.44505,127.05985,서초구 신원동 224-3
청계주차장,노외 주차장,122.0,500.0,500.0,False,37.57616,127.03476,동대문구 용두동 129-4
청구 공영주차장,노외 주차장,51.0,600.0,600.0,False,37.5651969,127.01322,중구 신당동 330-17
청구건영아파트옆,노상 주차장,1.0,,400.0,True,37.64802,127.07678,노원구 중계동 360-4
청기와 유료 주차장,노상 주차장,5.0,500.0,500.0,False,37.5550711,126.9238244,마포구 서교동 479-4
청기와노상공영주차장,노상 주차장,1.0,500.0,500.0,False,37.5550711,126.9238244,마포구 서교동 458-12
청량리동 노외주차장,노외 주차장,26.0,,400.0,True,37.5882073,127.0462518,동대문구 청량리동 51-4
청파동1마을공원공영주차장,노외 주차장,105.0,300.0,300.0,False,37.5430014,126.9666002,용산구 청파동3가 118-102
청파동청사,노외 주차장,34.0,300.0,300.0,False,37.54655,126.96675,용산구 청파동2가 91-1
초동 공영주차장,노외 주차장,73.0,800.0,800.0,False,37.56431,126.99195,중구 초동 64-11
초안산근린공원주차장,노외 주차장,71.0,300.0,300.0,False,37.64643,127.04326,도봉구 창동 24-0
초안산꽃동산공영주차장,노외 주차장,15.0,200.0,200.0,False,37.64643,127.04326,도봉구 창동 441-5
충현동 제1공영주차장,노외 주차장,63.0,300.0,300.0,False,37.56423,126.96346,서대문구 충정로2가 78-13
큰마을길,노상 주차장,8.0,400.0,400.0,False,37.628995,127.0257543,강북구 미아동 309-14
탄천,노외 주차장,859.0,,400.0,True,37.5122807,127.0855986,송파구 잠실동 1082-1
탄천제2호 공영주차장,노외 주차장,322.0,200.0,200.0,False,37.48754,127.08705,강남구 일원동 4-49
태양빌딩앞 노상주차장,노상 주차장,3.0,1000.0,1000.0,False,37.5267088,126.9238,영등포구 여의도동 4-4
태화관,노상 주차장,1.0,1000.0,1000.0,False,37.5716543,126.9864242,종로구 인사동 194-27
테헤란로26길,노상 주차장,1.0,1600.0,1600.0,False,37.49988,127.03856,강남구 역삼동 803-8
테헤란로64길,노상 주차장,1.0,1600.0,1600.0,False,37.49882,127.06566,강남구 대치동 1011-19
테헤란로69길 노상공영 주차장,노상 주차장,1.0,800.0,800.0,False,37.5147838,127.0543618,강남구 삼성동 172-99
파리공원,노상 주차장,1.0,300.0,300.0,False,37.53608,126.87585,양천구 목동 906-1
파미에(반포천) 주차장,노외 주차장,1186.0,880.0,880.0,False,37.504517,127.007933,서초구 반포동 118-3
포이초교 공영주차장,노외 주차장,189.0,400.0,400.0,False,37.48421,127.07006,강남구 개포동 1273-0
풍납1,노외 주차장,46.0,100.0,100.0,False,37.53387,127.11094,송파구 풍납동 154-0
풍납2,노외 주차장,80.0,100.0,100.0,False,37.53387,127.11094,송파구 풍납동 175-0
풍납유수지,노외 주차장,234.0,500.0,500.0,False,37.49672,127.11744,송파구 가락동 387-0
필동 공영주차장,노외 주차장,47.0,400.0,400.0,False,37.5581985,126.9966383,중구 필동3가 62-12
하늘 공영주차장,노외 주차장,30.0,,400.0,True,37.5162407,126.8521196,양천구 신정동 323-33
하늘공원주차장,노외 주차장,198.0,300.0,300.0,False,37.4838745,126.8889756,구로구 가리봉동 1-11
하왕십리(건물) 공영주차장,노외 주차장,96.0,200.0,200.0,False,37.55783,127.03571,성동구 행당동 347-3
학여울 공영주차장,노외 주차장,180.0,520.0,520.0,False,37.49705092,127.07239543,강남구 대치동 514-1
한강진역 공영주차장,노외 주차장,174.0,800.0,800.0,False,37.53952176,127.00257963,용산구 한남동 728-27
한국거래소앞 노상주차장,노상 주차장,7.0,1000.0,1000.0,False,37.5267088,126.9238,영등포구 여의도동 3-3
한국통신,노상 주차장,7.0,500.0,500.0,False,37.53608,126.87585,양천구 목동 924-1
한남동 공영주차장,노외 주차장,248.0,500.0,500.0,False,37.53822,127.0074,용산구 한남동 685-46
한남유수지공영주차장,노외 주차장,124.0,500.0,500.0,False,37.53822,127.0074,용산구 한남동 522-44
한누리,노외 주차장,45.0,300.0,300.0,False,37.4856963,126.9723525,동작구 사당동 1046-1
한두공영주차장,노외 주차장,39.0,100.0,100.0,False,37.53608,126.87585,양천구 목동 610-5
한마음 공영주차장,노외 주차장,553.0,,400.0,True,37.53608,126.87585,양천구 목동 914-5
한마음주차장,노외 주차장,553.0,300.0,300.0,False,37.53608,126.87585,양천구 목동 914-5
한문화공영주차장,노외 주차장,71.0,200.0,200.0,False,37.6421169,126.9354305,은평구 진관동 125-12
한서 공영주차장,노외 주차장,63.0,166.66666666666669,166.66666666666669,False,37.54914,126.94915,마포구 염리동 24-170
한신동성아파트옆,노상 주차장,2.0,,400.0,True,37.63793,127.07251,노원구 하계동 256-7
한울주차장,노외 주차장,21.0,200.0,200.0,False,37.52782,126.83692,양천구 신월동 957-10
한전 뒷길 노상주차장,노상 주차장,2.0,,400.0,True,37.5162407,126.8521196,양천구 신정동 319-25
한진해운 앞 노상주차장,노상 주차장,1.0,1000.0,1000.0,False,37.5267088,126.9238,영등포구 여의도동 2-3
해군본부앞 공영주차장,노상 주차장,23.0,400.0,400.0,False,37.50434092,126.92099226,영등포구 신길동 812-0
해맞이공영주차장,노외 주차장,250.0,100.0,100.0,False,37.52782,126.83692,양천구 신월동 987-0
행운동제1공영주차장,노외 주차장,78.0,300.0,300.0,False,37.484665,126.9484961,관악구 봉천동 1677-10
행운동제1공영주차장(舊 봉천6동 까치공영주차장),노외 주차장,79.0,300.0,300.0,False,37.484665,126.9484961,관악구 봉천동 1677-10
헌릉로745길,노상 주차장,15.0,1200.0,1200.0,False,37.4714,127.1113,강남구 율현동 101-10
현대41타워옆 노상공영주차장,노상 주차장,1.0,,400.0,True,37.53608,126.87585,양천구 목동 917-2
호성빌딩 앞 노상주차장,노상 주차장,1.0,1000.0,1000.0,False,37.5267088,126.9238,영등포구 여의도동 4-4
홍우빌딩 앞 노상주차장,노상 주차장,4.0,1000.0,1000.0,False,37.5267088,126.9238,영등포구 여의도동 4-3
홍은 1동 제4 공영 주차장,노외 주차장,105.0,100.0,100.0,False,37.59296,126.93733,서대문구 홍은동 11-23
홍은1동 제1공영주차장,노외 주차장,12.0,300.0,300.0,False,37.59296,126.93733,서대문구 홍은동 9-164
홍은1동 제4공영주차장,노외 주차장,49.0,300.0,300.0,False,37.59296,126.93733,서대문구 홍은동 11-23
홍은2동 제1공영주차장,노외 주차장,3.0,300.0,300.0,False,37.59296,126.93733,서대문구 홍은동 410-44
홍은2동 제3공영주차장,노외 주차장,54.0,300.0,300.0,False,37.59296,126.93733,서대문구 홍은동 265-26
홍익동(건물) 공영주차장,노외 주차장,83.0,,400.0,True,37.5660138,127.0327281,성동구 홍익동 252-0
홍제견인보관소,노외 주차장,75.0,500.0,500.0,False,37.5871,126.94676,서대문구 홍제동 294-84
화곡 8-1 공영주차장,노외 주차장,53.0,100.0,100.0,False,37.54208,126.84656,강서구 화곡동 410-60
화곡1-2 공영주차장,노외 주차장,9.0,,400.0,True,37.54208,126.84656,강서구 화곡동 366-47
화곡1동 달구지길,노상 주차장,1.0,500.0,500.0,False,37.54208,126.84656,강서구 화곡동 361-1
화곡2-1 공영주차장,노외 주차장,58.0,,400.0,True,37.54208,126.84656,강서구 화곡동 167-10
화곡2동 배다리동길,노상 주차장,1.0,400.0,400.0,False,37.54208,126.84656,강서구 화곡동 881-14
화곡4-1 공영주차장,노외 주차장,203.0,100.0,100.0,False,37.54208,126.84656,강서구 화곡동 809-26
화곡4동 배다리동길,노상 주차장,1.0,400.0,400.0,False,37.54208,126.84656,강서구 화곡동 842-11
화곡5-1 공영주차장,노외 주차장,26.0,,400.0,True,37.54208,126.84656,강서구 화곡동 1030-33
화곡5-2 공영주차장,노외 주차장,27.0,,400.0,True,37.54208,126.84656,강서구 화곡동 1056-2
화곡5-3 공영주차장,노외 주차장,13.0,,400.0,True,37.54208,126.84656,강서구 화곡동 1060-18
화곡6-1 공영주차장,노외 주차장,293.0,,400.0,True,37.54208,126.84656,강서구 화곡동 1103-6
화곡6동 방죽길,노상 주차장,1.0,500.0,500.0,False,37.54208,126.84656,강서구 화곡동 1112-1
화곡6동 신학대길,노상 주차장,12.0,500.0,500.0,False,37.54208,126.84656,강서구 화곡동 980-19
화곡7-1 공영주차장,노외 주차장,86.0,,400.0,True,37.54208,126.84656,강서구 화곡동 370-63
화곡8-1 공영주차장,노외 주차장,59.0,,400.0,True,37.54208,126.84656,강서구 화곡동 410-60
화곡8-2 공영주차장,노외 주차장,109.0,,400.0,True,37.54208,126.84656,강서구 화곡동 410-4
화곡8동 배다리동길,노상 주차장,9.0,400.0,400.0,False,37.54208,126.84656,강서구 화곡동 890-0
화곡본-1 공영주차장,노외 주차장,98.0,,400.0,True,37.54208,126.84656,강서구 화곡동 56-127
화곡본-2 공영주차장,노외 주차장,100.0,,400.0,True,37.54208,126.84656,강서구 화곡동 46-127
화양동 공영,노외 주차장,44.0,300.0,300.0,False,37.54408,127.06895,광진구 화양동 63-2
화양동공영주차장,노외 주차장,44.0,400.0,400.0,False,37.54408,127.06895,광진구 화양동 63-2
회기동 공영주차장,노외 주차장,100.0,500.0,500.0,False,37.59433,127.05178,동대문구 회기동 1-1
효봉공영주차장,노외 주차장,69.0,130.0,130.0,False,37.4507049,126.9085555,금천구 시흥동 3-129
효자 공영주차장,노외 주차장,23.0,600.0,600.0,False,37.58247,126.97168,종로구 효자동 68-1
후암동주차장,노외 주차장,39.0,300.0,300.0,False,37.55011,126.98028,용산구 후암동 65-4
훈련원공원 공영주차장,노외 주차장,873.0,1100.0,1100.0,False,37.56740014,127.00352062,중구 을지로5가 40-3
휘경마을 공영주차장,노외 주차장,78.0,500.0,500.0,False,37.58773,127.06526,동대문구 휘경동 308-32
휘경유수지,노외 주차장,53.0,500.0,500.0,False,37.58773,127.06526,동대문구 휘경동 7-18
휘경유수지 공영주차장,노외 주차장,55.0,500.0,500.0,False,37.58773,127.06526,동대문구 휘경동 348-0
흑석빗물펌프장공영주차장,노외 주차장,45.0,380.0,380.0,False,37.5064393,126.963687,동작구 흑석동 105-0
